"","halodule","zostera","ruppia","algae","oyster","saltmarsh","other","richness","shannonD","evenness","seagrass","richness_comb","shannonD_comb","evenness_comb","total_cover","avg_blade_length","avg_shoot_density","max10","depth_m_avg","sal_avg","total_abund_sum","comm_richness_sum","comm_shannonD_sum","comm_evenness_sum","carnivore","herbivore","omnivore","soniferous_S","carn_2","detritivore","herb_2","invertivore","omni_2","piscivore","planktivore","num_bai_chr","num_ort_chr","num_ops_tau","seagrass_area","seagrass_core.area","seagrass_perimeter","seagrass_perim.area.ratio","saltmarsh_area","saltmarsh_core.area","saltmarsh_perimeter","saltmarsh_perim.area.ratio","oyster_area","oyster_core.area","oyster_perimeter","oyster_perim.area.ratio","habitat_total","NNratio","dist2adjPatch","richness_landscape","avg_temp","avg_spl_low","avg_spl_high","ToadCallRate","ToadCallRateNorm"
"seagrass",1,NA,NA,-0.327365369892132,-0.382438240442548,-0.0819363340217001,1,NA,-0.224972407318008,-0.224972407318008,1,NA,-0.224972407318008,-0.224972407318008,-0.472158743638972,1,NA,1,-0.36189337042113,0.544704779401922,0.141630087514186,0.531517836730181,0.748970183189539,NA,0.337040721288275,NA,0.066777253899648,0.544704779401922,NA,-0.0769301238179151,NA,0.337040721288275,0.967107829471919,NA,1,-0.142857142857143,NA,NA,0.0488936931717663,-0.149668204190172,0.0805366277705035,0.276725175467091,0.627723258528863,0.717563362709507,-0.269548206101946,-0.420492958309688,-0.470362687080279,-0.454529796907157,-0.460619424608694,0.652534519228565,0.429545122456134,-0.327272068626902,0.202264789433257,0.218217890235992,0.295232323546708,-0.372866023033685,-0.543872650363376,-0.267007853183209,-0.188193672440343
"richness_comb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"shannonD_comb",-0.224972407318008,NA,NA,-0.0373378083465315,-0.12694700072713,-0.415752241933221,-0.224972407318009,NA,1,1,-0.224972407318008,NA,1,1,-0.461302632661283,-0.224972407318008,NA,-0.224972407318008,-0.045792609217013,0.278699612131508,-0.443284365398923,-0.68278045036492,-0.641144322868274,NA,-0.933580187051898,NA,-0.24005395432001,-0.59669974054402,NA,-0.208636281833637,NA,-0.933580187051898,-0.265867626924485,NA,-0.224972407318009,0.369960041619446,NA,NA,-0.697845987098958,-0.902704280653955,-0.486406587167318,-0.143376046436809,-0.0683927646157924,-0.125792428940844,0.490554748986931,0.371021772100449,-0.0433260369047343,-0.0466696276966422,0.0117421533698336,0.226585557064316,-0.174714154306684,0.412209878975664,0.473391205864221,-0.549981940301291,-0.342523081777329,0.162696806936454,0.0894176861411988,-0.0548698186735336,-0.237416805581636
"evenness_comb",-0.224972407318008,NA,NA,-0.0373378083465315,-0.12694700072713,-0.415752241933221,-0.224972407318009,NA,1,1,-0.224972407318008,NA,1,1,-0.461302632661283,-0.224972407318008,NA,-0.224972407318008,-0.045792609217013,0.278699612131508,-0.443284365398923,-0.68278045036492,-0.641144322868274,NA,-0.933580187051898,NA,-0.24005395432001,-0.59669974054402,NA,-0.208636281833637,NA,-0.933580187051898,-0.265867626924485,NA,-0.224972407318009,0.369960041619446,NA,NA,-0.697845987098958,-0.902704280653955,-0.486406587167318,-0.143376046436809,-0.0683927646157924,-0.125792428940844,0.490554748986931,0.371021772100449,-0.0433260369047343,-0.0466696276966422,0.0117421533698336,0.226585557064316,-0.174714154306684,0.412209878975664,0.473391205864221,-0.549981940301291,-0.342523081777329,0.162696806936454,0.0894176861411988,-0.0548698186735336,-0.237416805581636
"total_cover",-0.472158743638972,NA,NA,0.694854754161277,0.796064601228952,0.090959202293536,-0.472158743638972,NA,-0.461302632661283,-0.461302632661283,-0.472158743638972,NA,-0.461302632661283,-0.461302632661283,1,-0.472158743638972,NA,-0.472158743638972,0.516246841602626,-0.660229601053439,0.214802932584408,0.0775608227979103,-0.141794736445463,NA,0.136928979113962,NA,0.197061977995603,0.0591108922343376,NA,0.26495237523521,NA,0.136928979113963,-0.400134565007022,NA,-0.472158743638972,-0.330019798427993,NA,NA,0.742006614211531,0.636309910661907,0.687728773370548,0.137925031874793,0.107277636865116,0.0584155720466102,0.0494827631963527,-0.470883958993594,0.816019405071258,0.589225523436624,0.799258755845217,-0.521230110740824,0.389620113860868,-0.515792382499983,-0.162180018157479,0.21408002589791,0.0537092692536714,0.716302967305323,0.786407774196018,0.616722238033958,0.639599222411787
"avg_blade_length",1,NA,NA,-0.327365369892132,-0.382438240442548,-0.0819363340217001,1,NA,-0.224972407318008,-0.224972407318008,1,NA,-0.224972407318008,-0.224972407318008,-0.472158743638972,1,NA,1,-0.36189337042113,0.544704779401922,0.141630087514186,0.531517836730181,0.748970183189538,NA,0.337040721288275,NA,0.066777253899648,0.544704779401922,NA,-0.0769301238179151,NA,0.337040721288276,0.967107829471919,NA,1,-0.142857142857143,NA,NA,0.0488936931717663,-0.149668204190172,0.0805366277705035,0.276725175467091,0.627723258528863,0.717563362709507,-0.269548206101946,-0.420492958309688,-0.470362687080279,-0.454529796907157,-0.460619424608694,0.652534519228565,0.429545122456134,-0.327272068626902,0.202264789433257,0.218217890235992,0.295232323546708,-0.372866023033685,-0.543872650363376,-0.267007853183209,-0.188193672440343
"avg_shoot_density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"max10",1,NA,NA,-0.327365369892132,-0.382438240442548,-0.0819363340217001,1,NA,-0.224972407318008,-0.224972407318008,1,NA,-0.224972407318008,-0.224972407318008,-0.472158743638972,1,NA,1,-0.36189337042113,0.544704779401922,0.141630087514186,0.531517836730181,0.748970183189538,NA,0.337040721288275,NA,0.066777253899648,0.544704779401922,NA,-0.0769301238179151,NA,0.337040721288276,0.967107829471919,NA,1,-0.142857142857143,NA,NA,0.0488936931717663,-0.149668204190172,0.0805366277705035,0.276725175467091,0.627723258528863,0.717563362709507,-0.269548206101946,-0.420492958309688,-0.470362687080279,-0.454529796907157,-0.460619424608694,0.652534519228565,0.429545122456134,-0.327272068626902,0.202264789433257,0.218217890235992,0.295232323546708,-0.372866023033685,-0.543872650363376,-0.267007853183209,-0.188193672440343
"depth_m_avg",-0.36189337042113,NA,NA,0.380413428159926,0.658327399634442,-0.344721964746041,-0.36189337042113,NA,-0.045792609217013,-0.045792609217013,-0.36189337042113,NA,-0.045792609217013,-0.045792609217013,0.516246841602626,-0.36189337042113,NA,-0.36189337042113,1,0.0316860263148077,-0.0836762531691907,-0.0824979706778534,-0.163497869183614,NA,-0.124975710753888,NA,-0.0584308513254737,-0.0817703904898263,NA,-0.00666919957827331,NA,-0.124975710753888,-0.356456154051815,NA,-0.36189337042113,0.0265388471642162,NA,NA,0.269052663661086,0.0590955681160125,0.324501210871927,-0.364802201480961,0.265429992852957,0.150849552936361,0.681531208823067,-0.064095675050671,0.726506393390414,0.578149830792776,0.750646179933318,-0.221338087503607,0.429828806059824,-0.062111727284684,0.233641135959961,-0.464353053768106,-0.192176296167975,0.563401000295979,0.423328080707883,0.6772740307107,0.687330169834296
"sal_avg",0.544704779401922,NA,NA,-0.254781480952173,-0.267517507120675,-0.501233250844028,0.544704779401922,NA,0.278699612131508,0.278699612131508,0.544704779401922,NA,0.278699612131508,0.278699612131508,-0.660229601053439,0.544704779401922,NA,0.544704779401922,0.0316860263148077,1,-0.328601638172396,0.0321689228893667,0.215928526792121,NA,-0.09312188861408,NA,-0.331240563980023,-0.0256410256410256,NA,-0.409814793265694,NA,-0.0931218886140804,0.43790531941371,NA,0.544704779401922,0.0605227532668802,NA,NA,-0.282618304343418,-0.598305538938166,-0.126581467909153,0.143633007731589,0.329956857071982,0.312096440635025,0.462093215574682,0.280193024317328,-0.322110406552244,-0.288229199617234,-0.278600311091249,0.744806772573404,0.161401917211792,0.318230472320886,0.281575746003321,-0.0924500327042049,0.0489275060152353,-0.43897716168116,-0.623186112426403,0.0116596403014219,0.0769123920458765
"total_abund_sum",0.141630087514186,NA,NA,-0.150302959378536,0.285262862981193,-0.163553261238403,0.141630087514186,NA,-0.443284365398923,-0.443284365398923,0.141630087514186,NA,-0.443284365398923,-0.443284365398923,0.214802932584408,0.141630087514186,NA,0.141630087514186,-0.0836762531691907,-0.328601638172396,1,0.783683265032379,0.333418622368383,NA,0.421461960001757,NA,0.972691982678104,0.774254076316389,NA,0.95190788119364,NA,0.421461960001758,0.379954349001139,NA,0.141630087514186,-0.219024911247896,NA,NA,0.541217533318303,0.555570638148995,0.414494679380664,0.231807721696477,0.126654463911421,0.157802811421334,-0.225572085893288,-0.309546309883871,0.113018979486935,-0.0182775312065927,0.0855221281181988,-0.0430101149899933,0.215533014417361,-0.281749680265351,-0.547548743508924,0.377001345074535,0.264874305736583,-0.0720433959760361,0.0151117470292337,-0.358384273946824,-0.21884677635792
"comm_richness_sum",0.531517836730181,NA,NA,-0.0671744248262209,0.154722931207612,-0.172192463281011,0.531517836730181,NA,-0.68278045036492,-0.68278045036492,0.531517836730181,NA,-0.68278045036492,-0.68278045036492,0.0775608227979103,0.531517836730181,NA,0.531517836730181,-0.0824979706778534,0.0321689228893667,0.783683265032379,1,0.815355156393389,NA,0.723051890054217,NA,0.661758948581002,0.975790660977457,NA,0.585318760502716,NA,0.723051890054218,0.670151113998813,NA,0.531517836730181,-0.0759311195328831,NA,NA,0.641633611726235,0.546899015401536,0.536066054723391,0.272897930738512,0.266709599910692,0.336777511963378,-0.344593135966644,-0.308038381025636,-0.00537856920639517,0.0605911339893484,-0.0813250994908678,0.0568849605718577,0.32207702536497,-0.221800029909089,-0.565022687665189,0.425284570164883,0.132263373594981,-0.249732122083023,-0.366981862071487,-0.140402482000604,0.0417518614319094
"comm_shannonD_sum",0.748970183189539,NA,NA,-0.120239442060522,-0.189940787451843,0.0688196829874267,0.748970183189539,NA,-0.641144322868274,-0.641144322868274,0.748970183189539,NA,-0.641144322868274,-0.641144322868274,-0.141794736445463,0.748970183189538,NA,0.748970183189538,-0.163497869183614,0.215928526792121,0.333418622368383,0.815355156393389,1,NA,0.740311228822449,NA,0.170802837018288,0.831640104643939,NA,0.0636121478471498,NA,0.74031122882245,0.750658962476438,NA,0.748970183189538,0.136341466271964,NA,NA,0.363199796544858,0.338728791300782,0.278305973146593,0.0471235472234652,0.291151466663037,0.396667899741297,-0.514146369782597,-0.281461147957356,-0.25151991052032,0.00356936476095349,-0.343505357058859,0.06337503237973,0.244005312051492,-0.160938915502376,-0.286293042591976,0.206105647290709,-0.0361607980638894,-0.329517719893717,-0.578002255192033,-0.0680515959950518,0.0481116524006399
"comm_evenness_sum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carnivore",0.337040721288275,NA,NA,-0.223066957642872,-0.156326408223651,0.43107645039309,0.337040721288275,NA,-0.933580187051898,-0.933580187051898,0.337040721288275,NA,-0.933580187051898,-0.933580187051898,0.136928979113962,0.337040721288275,NA,0.337040721288275,-0.124975710753888,-0.09312188861408,0.421461960001757,0.723051890054217,0.740311228822449,NA,1,NA,0.199473895429077,0.632054942172176,NA,0.152075172972422,NA,1,0.361268437652417,NA,0.337040721288275,-0.209375054350234,NA,NA,0.478363785591219,0.792415470657316,0.249918691718111,0.0485058718236947,-0.0825582197684593,-0.00380083433205717,-0.565313525766828,-0.125415170302145,-0.251866537733674,-0.114600814288857,-0.32023160846507,-0.146291809135793,-0.053174413425474,-0.15604004418189,-0.552885915379198,0.49898333032308,0.285763563297009,-0.479858927998541,-0.423305555211842,-0.176078301575724,0.0183901981414247
"herbivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"omnivore",0.066777253899648,NA,NA,-0.105319472129998,0.348254578423749,-0.287059852686115,0.066777253899648,NA,-0.24005395432001,-0.24005395432001,0.066777253899648,NA,-0.24005395432001,-0.24005395432001,0.197061977995603,0.066777253899648,NA,0.066777253899648,-0.0584308513254737,-0.331240563980023,0.972691982678104,0.661758948581002,0.170802837018288,NA,0.199473895429077,NA,1,0.674860046970555,NA,0.989672808253933,NA,0.199473895429078,0.318100437939263,NA,0.066777253899648,-0.183082110780672,NA,NA,0.46238566909398,0.39751614494941,0.383922445326184,0.238067867031485,0.157988058041723,0.171488465816249,-0.0990572198615339,-0.302384906927803,0.186587143903601,0.00958113341143662,0.174372575729269,-0.00903290043790942,0.246506272385131,-0.264510749704254,-0.450153607630593,0.279662543681573,0.213074201223718,0.0449686020330142,0.124670741724624,-0.342190529490583,-0.24118426350161
"soniferous_S",0.544704779401922,NA,NA,-0.0439924512077675,0.143247945468671,-0.181279457952942,0.544704779401922,NA,-0.59669974054402,-0.59669974054402,0.544704779401922,NA,-0.59669974054402,-0.59669974054402,0.0591108922343376,0.544704779401922,NA,0.544704779401922,-0.0817703904898263,-0.0256410256410256,0.774254076316389,0.975790660977457,0.831640104643939,NA,0.632054942172176,NA,0.674860046970555,1,NA,0.596424777898886,NA,0.632054942172177,0.686777544404368,NA,0.544704779401922,0.0605227532668802,NA,NA,0.576952254614331,0.467432702601883,0.487499417582828,0.168977253802004,0.296732345518328,0.374845882162975,-0.387311227697315,-0.354814216002984,0.0154898554658378,0.127953668244104,-0.0716699447717785,-0.013824830336243,0.342161027336276,-0.230253143803931,-0.493876456348758,0.277350098112615,0.000833071213815477,-0.14885730371649,-0.32967181929808,-0.135869720217436,0.00111888818399166
"carn_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"detritivore",-0.0769301238179151,NA,NA,-0.0587712428214963,0.402394602017127,-0.273887890142904,-0.0769301238179151,NA,-0.208636281833637,-0.208636281833637,-0.0769301238179151,NA,-0.208636281833637,-0.208636281833637,0.26495237523521,-0.0769301238179151,NA,-0.0769301238179151,-0.00666919957827331,-0.409814793265694,0.95190788119364,0.585318760502716,0.0636121478471498,NA,0.152075172972422,NA,0.989672808253933,0.596424777898886,NA,1,NA,0.152075172972423,0.178916776710829,NA,-0.0769301238179151,-0.162692283492744,NA,NA,0.455185430610185,0.419801356770798,0.371827051317166,0.19774091519386,0.0671552562907746,0.067839129515141,-0.0612131189596318,-0.241765737104562,0.253468023267361,0.0745119047809398,0.239806481140884,-0.103306142346072,0.184062843030443,-0.217452609820484,-0.479406590775143,0.248516568030237,0.170922701168363,0.0978767868897772,0.202393769380475,-0.304080821414101,-0.214323608157434
"herb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"invertivore",0.337040721288275,NA,NA,-0.223066957642872,-0.15632640822365,0.431076450393089,0.337040721288276,NA,-0.933580187051898,-0.933580187051898,0.337040721288275,NA,-0.933580187051898,-0.933580187051898,0.136928979113963,0.337040721288276,NA,0.337040721288276,-0.124975710753888,-0.0931218886140804,0.421461960001758,0.723051890054218,0.74031122882245,NA,1,NA,0.199473895429078,0.632054942172177,NA,0.152075172972423,NA,1,0.361268437652418,NA,0.337040721288275,-0.209375054350234,NA,NA,0.47836378559122,0.792415470657317,0.249918691718112,0.0485058718236949,-0.0825582197684583,-0.00380083433205614,-0.565313525766828,-0.125415170302146,-0.251866537733673,-0.114600814288855,-0.320231608465069,-0.146291809135793,-0.0531744134254728,-0.15604004418189,-0.552885915379198,0.49898333032308,0.285763563297008,-0.47985892799854,-0.423305555211841,-0.176078301575724,0.0183901981414251
"omni_2",0.967107829471919,NA,NA,-0.333186899348786,-0.270116117608346,-0.160901555343024,0.967107829471919,NA,-0.265867626924485,-0.265867626924485,0.967107829471919,NA,-0.265867626924485,-0.265867626924485,-0.400134565007022,0.967107829471919,NA,0.967107829471919,-0.356456154051815,0.43790531941371,0.379954349001139,0.670151113998813,0.750658962476438,NA,0.361268437652417,NA,0.318100437939263,0.686777544404368,NA,0.178916776710829,NA,0.361268437652418,1,NA,0.967107829471919,-0.180117894099951,NA,NA,0.162838688224963,-0.0499659609757189,0.176324236395112,0.3268725904429,0.641141446853376,0.729103527514409,-0.273369138230132,-0.476430644765387,-0.394748386865367,-0.426406987656511,-0.388131600428285,0.622171086380264,0.475523867292051,-0.377035311301161,0.0819393779764814,0.275134627909688,0.331270912481867,-0.337591501477784,-0.482333957416751,-0.33665024556456,-0.237279335740234
"piscivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"planktivore",1,NA,NA,-0.327365369892132,-0.382438240442548,-0.0819363340217001,1,NA,-0.224972407318009,-0.224972407318009,1,NA,-0.224972407318009,-0.224972407318009,-0.472158743638972,1,NA,1,-0.36189337042113,0.544704779401922,0.141630087514186,0.531517836730181,0.748970183189538,NA,0.337040721288275,NA,0.066777253899648,0.544704779401922,NA,-0.0769301238179151,NA,0.337040721288275,0.967107829471919,NA,1,-0.142857142857143,NA,NA,0.0488936931717663,-0.149668204190172,0.0805366277705035,0.276725175467091,0.627723258528863,0.717563362709507,-0.269548206101946,-0.420492958309688,-0.470362687080279,-0.454529796907157,-0.460619424608694,0.652534519228565,0.429545122456134,-0.327272068626902,0.202264789433257,0.218217890235992,0.295232323546708,-0.372866023033685,-0.543872650363376,-0.267007853183209,-0.188193672440343
"num_bai_chr",-0.142857142857143,NA,NA,0.0854116796763312,-0.170051995811223,-0.177178568440089,-0.142857142857143,NA,0.369960041619446,0.369960041619446,-0.142857142857143,NA,0.369960041619446,0.369960041619446,-0.330019798427993,-0.142857142857143,NA,-0.142857142857143,0.0265388471642162,0.0605227532668802,-0.219024911247896,-0.0759311195328831,0.136341466271964,NA,-0.209375054350234,NA,-0.183082110780672,0.0605227532668802,NA,-0.162692283492744,NA,-0.209375054350234,-0.180117894099951,NA,-0.142857142857143,1,NA,NA,-0.382716570175341,-0.352117158354463,-0.327424165657938,-0.546902541127309,-0.423508114044997,-0.398517947332103,-0.0976802883784542,0.54045965238356,-0.0381828267296688,0.495569008181004,-0.163783155522277,-0.478805211940497,-0.42424699151432,0.704374852437681,-0.169498436058972,-0.654653670707977,-0.944109964378519,0.00101851287289629,-0.353592552125859,0.097353880297093,-0.0395397071165776
