"","halodule","zostera","ruppia","algae","oyster","saltmarsh","other","richness","shannonD","evenness","seagrass","richness_comb","shannonD_comb","evenness_comb","total_cover","avg_blade_length","avg_shoot_density","max10","depth_m_avg","sal_avg","total_abund_sum","comm_richness_sum","comm_shannonD_sum","comm_evenness_sum","carnivore","herbivore","omnivore","soniferous_S","carn_2","detritivore","herb_2","invertivore","omni_2","piscivore","planktivore","num_bai_chr","num_ort_chr","num_ops_tau","seagrass_area","seagrass_core.area","seagrass_perimeter","seagrass_perim.area.ratio","saltmarsh_area","saltmarsh_core.area","saltmarsh_perimeter","saltmarsh_perim.area.ratio","oyster_area","oyster_core.area","oyster_perimeter","oyster_perim.area.ratio","habitat_total","NNratio","dist2adjPatch","richness_landscape","avg_temp","avg_spl_low","avg_spl_high","BI_low","BI_high"
"seagrass",0.966031733129515,0.627992754582021,0.471683538466634,0.267610871136915,-0.399237810605981,-0.463574627741543,-0.163842442930592,0.626182937384189,0.265539470892229,0.0480060359233526,1,-0.126081550240208,-0.543889459685726,NA,0.757115137195042,0.773644833055403,0.899366629812129,0.845779223544346,NA,NA,0.796682962668264,0.822538398184162,0.526833911734998,NA,0.804808188759622,0.107429349040373,0.0587647637308938,0.750891784271635,0.511016497043451,0.789722446050326,0.449315739099855,0.763242234809983,0.095658912828715,0.712119905369484,0.242632787813149,0.710665088346728,0.835671317012588,0.107429349040373,0.686152759862429,0.685594532879807,0.558933495533702,-0.190835176518266,-0.454557787034834,-0.404197543827992,-0.585733613548595,-0.347643517358844,-0.413521203151969,-0.311707318096812,-0.43732410208986,-0.497384142278089,-0.238933708392793,-0.139560054470984,0.0316695335831394,-0.311337376556746,0.324781443634737,-0.486225924686315,0.196183572354207,-0.413471973838753,0.257186703829754
"richness_comb",-0.10723998207268,-0.110691099010909,-0.0940449392716698,0.243889397394363,0.506479723171386,0.588943085492417,0.229908924838633,0.61287009724538,0.492996533606253,0.611478416118164,-0.126081550240208,1,0.705698414562709,NA,0.399433522346086,-0.11922677925523,-0.0895607005365654,-0.125580822991556,NA,NA,-0.0515723946032258,-0.0712477836195747,0.202355996251511,NA,-0.0570315298149152,-0.061541083462959,0.0868722323876149,-0.110151655805782,-0.101295311437233,-0.0835032795404393,-0.0947248979276492,-0.0386772525680607,0.15029430751536,-0.0840416982170263,-0.127155107739733,-0.107448574074881,-0.14224394623819,-0.061541083462959,-0.152880692491035,-0.246938464583965,0.0111626228547426,-0.0430487085564854,0.604923199992887,0.560206851442886,0.693741753753952,0.300137826353592,0.565801128605079,0.497088950110994,0.56414070917966,0.257269849984711,0.59087148161173,0.281566015366918,-0.369753762531725,0.199726277243997,0.207385825703521,-0.252455193735091,0.292654508744385,0.335707663834892,0.0834068853739244
"shannonD_comb",-0.529592309052693,-0.371838748649195,-0.200499301299552,-0.119276993641267,0.512509049840018,0.519501453907647,0.147813378303006,0.0906526163621012,0.479824274645326,0.685443276415221,-0.543889459685726,0.705698414562709,1,NA,-0.130959765260904,-0.53244095159141,-0.543418894027879,-0.545087960683572,NA,NA,-0.463664955456621,-0.559315875973044,-0.303411117637327,NA,-0.466310174944439,-0.131202639196745,-0.0718305304960243,-0.528412528717923,-0.344070946036331,-0.377242025637076,-0.201948940551725,-0.453499009277166,-0.0186087908266983,-0.47841651127097,-0.214489883860343,-0.293844555799574,-0.405011005117314,-0.131202639196745,-0.438361201226381,-0.488237016518048,-0.276991399537972,0.0333067847950956,0.62384501984661,0.548202068638071,0.872817676361997,0.472120379728274,0.55651251557613,0.446043034120954,0.589506464031993,0.364383800653982,0.504150834499864,0.406736880253139,-0.132140123522332,0.162521733985781,-0.0841478623367267,0.133754090219587,0.113297296160993,0.481473612688669,-0.255897262856669
"evenness_comb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"total_cover",0.724937581581606,0.465315144479035,0.400761480185448,0.337362684906264,0.194910891906096,-0.0227030161223716,-0.185188298029291,0.81035708323544,0.451520200876763,0.310436959028095,0.757115137195042,0.399433522346086,-0.130959765260904,NA,1,0.484126862627176,0.642610718845777,0.561742863660931,NA,NA,0.590424303081846,0.594853621077636,0.493296242869473,NA,0.592084944610956,0.0249914929196793,0.123756505972495,0.520723054636213,0.327093534161587,0.679858294069461,0.359851426225663,0.554768324878225,0.0418358365407635,0.484353855231177,0.109054768351106,0.595299980855677,0.664575122310994,0.0249914929196793,0.617866056545981,0.515990505903184,0.660310307891673,-0.134706157260523,-0.0157276073865452,-0.00990224962758565,-0.0893204882906017,-0.255223137092126,0.182205611809379,0.149546830736342,0.161503714907687,-0.390175416781239,0.243525455359379,-0.0958819465532795,-0.116967793033303,-0.156279379121092,0.387331798545839,-0.330448673590354,0.531725320425543,0.0547353487862286,0.369542257495449
"avg_blade_length",0.767437730985672,0.496822582505685,0.253410331773853,0.258734108558978,-0.430365841850056,-0.444489702433132,0.0196740690673016,0.568592623675701,0.0762441110725812,-0.0742022816869024,0.773644833055403,-0.11922677925523,-0.53244095159141,NA,0.484126862627176,1,0.763933823924247,0.985472260376731,NA,NA,0.697373605481968,0.932760386546887,0.745378692950402,NA,0.691119163987772,0.0573015549575984,0.296324121125598,0.927968623867677,0.726438349446323,0.600320649388176,0.356692369108938,0.666815500806325,0.389633850951728,0.680123248453421,0.409736720962265,0.476612458580841,0.607114139162742,0.0573015549575984,0.463282838542889,0.478298729903397,0.335917578825179,-0.130584422687183,-0.353432869157213,-0.296556642391072,-0.539988879095291,-0.212122742599432,-0.41890130501244,-0.295928340021815,-0.436226066743483,-0.182786155742558,-0.231029184933963,-0.0957966211478409,-0.130462212969619,0.00278226644720714,0.48568623769663,-0.512955503540682,0.286538282380829,-0.341205964425641,0.266511301435864
"avg_shoot_density",0.925511214175319,0.433500356023779,0.299640330523964,0.330011774937381,-0.398317698036275,-0.466659755081205,-0.160743528123908,0.583499254772917,0.16609937730851,-0.0103556617667864,0.899366629812129,-0.0895607005365654,-0.543418894027879,NA,0.642610718845777,0.763933823924247,1,0.826624644033533,NA,NA,0.749336736227197,0.806546180271915,0.421429966345283,NA,0.75917252151919,0.0731096873731617,0.0153357325276036,0.713584342989947,0.547429803176697,0.551179495866892,0.276788084375665,0.748779407842293,0.058762382328999,0.675683021785136,0.213260738872124,0.464405285837282,0.603471017952687,0.0731096873731617,0.524539744370778,0.577299554354373,0.346550625598114,-0.248095636027723,-0.465526182768239,-0.421073020929007,-0.571279650423544,-0.198374456497768,-0.365638794802349,-0.211793355973725,-0.407289970053503,-0.363835988440847,-0.295809344789348,-0.0838810632074085,-0.079557917640199,-0.181452017558117,0.185380479493883,-0.458875101903285,0.136018292542441,-0.378160419989726,0.167704319888104
"max10",0.843731615560876,0.499023046476817,0.30550919958523,0.231883727871514,-0.429144035408388,-0.457535895542829,-0.0329563781449391,0.582052752039082,0.126536691334905,-0.0351685201142048,0.845779223544346,-0.125580822991556,-0.545087960683572,NA,0.561742863660931,0.985472260376731,0.826624644033533,1,NA,NA,0.726207870734315,0.943853932672909,0.717670554082538,NA,0.723954087802443,0.0673062822709066,0.230574889501572,0.926455882396799,0.711218373736299,0.641589325364931,0.354845653044821,0.695604688996338,0.347645143357155,0.676679106432703,0.371617573085578,0.51602995908293,0.661421379826074,0.0673062822709066,0.497658685778069,0.522444207629753,0.359359556812223,-0.164172856524998,-0.391795687535611,-0.33663454592791,-0.561751325314514,-0.230827438970272,-0.423470105659909,-0.294945513130954,-0.446060513956131,-0.2756888330566,-0.253205043600641,-0.0896625179669721,-0.0983553366082066,-0.0594162408773668,0.468791211397356,-0.520431670146928,0.287092882705903,-0.361835797759411,0.263309071014268
"depth_m_avg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sal_avg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"total_abund_sum",0.803096972748474,0.463294884465535,0.254711362502672,0.26799399880235,-0.325773228751933,-0.396429988317006,-0.148828616295729,0.591048859336034,0.180168378230911,0.0243567025831756,0.796682962668264,-0.0515723946032258,-0.463664955456621,NA,0.590424303081846,0.697373605481968,0.749336736227197,0.726207870734315,NA,NA,1,0.803250418658135,0.380631042645177,NA,0.99863036043019,0.413378928587219,0.283436056539565,0.615686920209572,0.703266788996355,0.723363670311613,0.584446909617706,0.992881281795399,0.103596829165331,0.744773730759678,0.50997505625456,0.628489171404691,0.762931628172828,0.413378928587219,0.522149361829574,0.512822243809772,0.41782167133832,-0.122200095825259,-0.383735795698437,-0.34319893589644,-0.488171386319433,-0.241597993191111,-0.295977880127348,-0.198274346240024,-0.324749850259634,-0.164787428988239,-0.2108636458614,-0.10457629228343,-0.115818535366372,-0.128026824143983,0.404508471944044,-0.383014734691589,0.206111978140636,-0.394686970856185,0.498062664221704
"comm_richness_sum",0.830128558556863,0.476063488295169,0.260880522598167,0.243698837258436,-0.335711595501915,-0.442792804846427,-0.0624545738573658,0.606439074273066,0.107766419806473,-0.032440249605165,0.822538398184162,-0.0712477836195747,-0.559315875973044,NA,0.594853621077636,0.932760386546887,0.806546180271915,0.943853932672909,NA,NA,0.803250418658135,1,0.722551268289309,NA,0.797841036415605,0.280534827667221,0.306905753899847,0.931831015101312,0.689785858865667,0.671799051029544,0.332931969688472,0.780049276217352,0.355349310081374,0.739658661379913,0.360124762390302,0.463333946189996,0.662512071475738,0.280534827667221,0.499730532072708,0.498732881186031,0.390641662264623,-0.138873769023393,-0.406711802956088,-0.355534207342811,-0.556862677132755,-0.275161236221543,-0.358463035223447,-0.237786487345888,-0.389179203498745,-0.252142447633604,-0.251881865511143,-0.0717118235688743,-0.149311213449902,-0.0720929007407094,0.439684207697924,-0.497358111577208,0.284120473456858,-0.375329537844434,0.375342985273512
"comm_shannonD_sum",0.484838471737459,0.402138692851822,0.283297660040548,0.160552702288088,-0.17383135161411,-0.0725535355320886,0.381067501358956,0.60362144491563,0.129407699823913,0.0214783164347714,0.526833911734998,0.202355996251511,-0.303411117637327,NA,0.493296242869473,0.745378692950402,0.421429966345283,0.717670554082538,NA,NA,0.380631042645177,0.722551268289309,1,NA,0.369785257616364,-0.0130998914008977,0.298068233022719,0.758659517860761,0.402529693248609,0.504408250180314,0.212087262153141,0.333164373152779,0.604773397972333,0.421007264260644,0.203977168969696,0.369969002470985,0.462850079794152,-0.0130998914008977,0.412526177185288,0.338658494891139,0.423156370040866,-0.0825527021118823,0.00322203560843887,0.0707267405999031,-0.282527675397186,-0.196645749959682,-0.21499487400404,-0.0811410020352071,-0.250957027994501,-0.165862610925198,0.104217528692519,-0.00972813325306941,-0.192310706494992,0.0430344445459075,0.413187469806275,-0.563350460040573,0.134024942629524,-0.254566534333205,0.185757557334138
"comm_evenness_sum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carnivore",0.809386483394209,0.470376665652274,0.263886300785506,0.273650909937731,-0.340629967417908,-0.39532489610444,-0.153074986048825,0.585947132472741,0.192832429375794,0.034828193550332,0.804808188759622,-0.0570315298149152,-0.466310174944439,NA,0.592084944610956,0.691119163987772,0.75917252151919,0.723954087802443,NA,NA,0.99863036043019,0.797841036415605,0.369785257616364,NA,1,0.423538662380673,0.232874386523312,0.611895037200567,0.687166227247031,0.714904036067248,0.565874419500657,0.994275791681954,0.0845175991270511,0.75367089758308,0.481343074221248,0.618180660621718,0.76543364540872,0.423538662380673,0.520384981597518,0.514592424693908,0.412340609849836,-0.127601490930683,-0.391666708687123,-0.351056576508284,-0.493231223798767,-0.245792185918701,-0.304568199007106,-0.19791199853216,-0.334593660604699,-0.174764546427652,-0.220192030599125,-0.0933175364186502,-0.109954602021778,-0.140009559207234,0.39085668181526,-0.378553369653177,0.199421622919269,-0.402358045442982,0.488359170117239
"herbivore",0.0800584749363007,0.266688918913682,-0.0664419632062078,-0.015188162784737,-0.0941641287672438,-0.109495622434069,-0.0464082094101849,0.0281160778557767,0.159297551543242,0.228432441769921,0.107429349040373,-0.061541083462959,-0.131202639196745,NA,0.0249914929196793,0.0573015549575984,0.0731096873731617,0.0673062822709066,NA,NA,0.413378928587219,0.280534827667221,-0.0130998914008977,NA,0.423538662380673,1,-0.0851684983738665,0.146303900660691,-0.045886630773916,0.133802368398657,0.0378158264155166,0.455181692373558,-0.104596858351039,0.491321078367774,-0.0625448395339931,-0.103485625786755,0.156288451646125,1,-0.0547773755259593,-0.0905466171829918,-0.0267045580996727,0.030795044417233,-0.157704367962789,-0.147910311523668,-0.17051103446501,-0.235773996680078,-0.124319334443238,-0.139856073260789,-0.114061130412494,0.187097109305571,-0.182764388757681,0.0769519354198118,-0.0605532354551049,-0.100789246280475,-0.0158899187443426,0.151675733117317,0.0512219643269757,-0.151621571372302,0.304720137381265
"omnivore",0.0942350454472959,-0.0104447699619882,-0.100841094231596,-0.0333621943449864,0.187416483779591,-0.123046277713513,0.039146437370005,0.247650153478554,-0.185823961539162,-0.186930884846411,0.0587647637308938,0.0868722323876149,-0.0718305304960243,NA,0.123756505972495,0.296324121125598,0.0153357325276036,0.230574889501572,NA,NA,0.283436056539565,0.306905753899847,0.298068233022719,NA,0.232874386523312,-0.0851684983738665,1,0.229257614056531,0.478803896091285,0.342915185007333,0.492372386182009,0.230685707012338,0.376996903805314,0.0282694376213812,0.657729953116656,0.353682059560121,0.152492482277296,-0.0851684983738665,0.169171043937606,0.102310538270052,0.209712695168808,0.0666809109744246,0.0459848263585987,0.0551682725702237,-0.0337612867850485,0.0153242040187666,0.0807473559679627,-0.0574371645644257,0.0960911585371922,0.138146006952451,0.116928198143755,-0.233934458536206,-0.137143300094192,0.186558016830641,0.355680483861142,-0.182865482837509,0.175936606356154,0.0383228525440116,0.305540772464378
"soniferous_S",0.7081992685336,0.500619212899811,0.404538351497692,0.254015177976718,-0.331580913346599,-0.427252465826065,-0.0830655039180478,0.565648891518943,0.182444085882333,0.0147399021560461,0.750891784271635,-0.110151655805782,-0.528412528717923,NA,0.520723054636213,0.927968623867677,0.713584342989947,0.926455882396799,NA,NA,0.615686920209572,0.931831015101312,0.758659517860761,NA,0.611895037200567,0.146303900660691,0.229257614056531,1,0.556548230289759,0.65329185557339,0.177195473437465,0.57601406995678,0.312373917833542,0.729901402027454,0.220182050057275,0.389487924300931,0.628901261559596,0.146303900660691,0.525465548665552,0.550117490769184,0.377455700313766,-0.174447362014442,-0.371920298598658,-0.322834393432801,-0.520147315472927,-0.299508046553188,-0.336200061958444,-0.182694230338829,-0.368981158273551,-0.326007949805117,-0.207798597551948,0.0267253189833597,-0.144912074963552,-0.0591716845216254,0.427245825534612,-0.478193365615954,0.354360595268237,-0.252221938826458,0.361237470232992
"carn_2",0.597793741087907,0.0640931877227062,0.0305867767368553,-0.0678096011450473,-0.249958640147522,-0.291924316082604,-0.116265576378117,0.417606555860236,-0.062270030193406,-0.161784295014053,0.511016497043451,-0.101295311437233,-0.344070946036331,NA,0.327093534161587,0.726438349446323,0.547429803176697,0.711218373736299,NA,NA,0.703266788996355,0.689785858865667,0.402529693248609,NA,0.687166227247031,-0.045886630773916,0.478803896091285,0.556548230289759,1,0.483973375079568,0.582943613592249,0.676162668772154,0.33148401169155,0.28681706996328,0.740770301715644,0.496948566986189,0.514346773626691,-0.045886630773916,0.359917325068208,0.377872103473926,0.256332550048941,-0.0892835631705823,-0.334863588618173,-0.314710462513988,-0.363533791020201,0.0796239675414467,-0.230362302288882,-0.120250196068265,-0.256537089532182,-0.0513285484804447,-0.212132032717176,-0.0401221221921588,-0.15079226618421,0.169614129880814,0.481376815026804,-0.375294884215143,0.203981016732865,-0.25916511156509,0.347198385942393
