site,deploy_num,deploy_start,deploy_end,deploy_time_edt,lat,long,ST_color,ST_serial,depth_meters,transect,transect_depth_start,transect_depth_end,quadrat,bare,halodule,zostera,ruppia,algae,oyster,spartina,juncus,other,shoot density1_16m2,canopy sampled,transect_lat_start,transect_long_start,transect_lat_end,transect_long_end,notes
Seagrass_10,1,5/15/2019,5/22/2019,14:40,34.66981667,76.564,red,,0.68,2,71,18,40,100,0,0,0,0,0,0,0,0,NA,no,34.67003333,76.56388333,34.66963333,76.56416667,
Seagrass_10,1,5/15/2019,5/22/2019,14:40,34.66981667,76.564,red,,0.68,2,71,18,45,50,50,0,0,0,0,0,0,0,NA,no,34.67003333,76.56388333,34.66963333,76.56416667,
Seagrass_10,1,5/15/2019,5/22/2019,14:40,34.66981667,76.564,red,,0.68,2,71,18,50,85,15,0,0,0,0,0,0,0,48,yes,34.67003333,76.56388333,34.66963333,76.56416667,
Seagrass_10,1,5/15/2019,5/22/2019,14:40,34.66981667,76.564,red,,0.68,3,62,17,0,100,0,0,0,0,0,0,0,0,NA,no,34.66973333,76.56376667,34.66998333,76.68088333,
Seagrass_10,1,5/15/2019,5/22/2019,14:40,34.66981667,76.564,red,,0.68,3,62,17,5,100,0,0,0,0,0,0,0,0,NA,no,34.66973333,76.56376667,34.66998333,76.68088333,
Seagrass_10,1,5/15/2019,5/22/2019,14:40,34.66981667,76.564,red,,0.68,3,62,17,10,100,0,0,0,0,0,0,0,0,NA,no,34.66973333,76.56376667,34.66998333,76.68088333,
Seagrass_10,1,5/15/2019,5/22/2019,14:40,34.66981667,76.564,red,,0.68,3,62,17,15,5,90,5,0,0,0,0,0,0,NA,no,34.66973333,76.56376667,34.66998333,76.68088333,
Seagrass_10,1,5/15/2019,5/22/2019,14:40,34.66981667,76.564,red,,0.68,3,62,17,20,10,90,0,0,0,0,0,0,0,110,yes,34.66973333,76.56376667,34.66998333,76.68088333,
Seagrass_10,1,5/15/2019,5/22/2019,14:40,34.66981667,76.564,red,,0.68,3,62,17,25,100,0,0,0,0,0,0,0,0,NA,no,34.66973333,76.56376667,34.66998333,76.68088333,
Seagrass_10,1,5/15/2019,5/22/2019,14:40,34.66981667,76.564,red,,0.68,3,62,17,30,15,85,0,0,0,0,0,0,0,155,yes,34.66973333,76.56376667,34.66998333,76.68088333,
Seagrass_10,1,5/15/2019,5/22/2019,14:40,34.66981667,76.564,red,,0.68,3,62,17,35,35,65,0,0,0,0,0,0,0,NA,no,34.66973333,76.56376667,34.66998333,76.68088333,
Seagrass_10,1,5/15/2019,5/22/2019,14:40,34.66981667,76.564,red,,0.68,3,62,17,40,25,75,0,0,0,0,0,0,0,70,yes,34.66973333,76.56376667,34.66998333,76.68088333,
Seagrass_10,1,5/15/2019,5/22/2019,14:40,34.66981667,76.564,red,,0.68,3,62,17,45,85,15,0,0,0,0,0,0,0,NA,no,34.66973333,76.56376667,34.66998333,76.68088333,
Seagrass_10,1,5/15/2019,5/22/2019,14:40,34.66981667,76.564,red,,0.68,3,62,17,50,98,2,0,0,0,0,0,0,0,10,yes,34.66973333,76.56376667,34.66998333,76.68088333,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,1,98,70,0,100,0,0,0,0,0,0,0,0,NA,no,34.66243333,76.55786667,34.66281667,76.55816667,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,1,98,70,5,90,0,0,0,10,0,0,0,0,NA,no,34.66243333,76.55786667,34.66281667,76.55816667,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,1,98,70,10,90,0,0,0,10,0,0,0,0,NA,no,34.66243333,76.55786667,34.66281667,76.55816667,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,1,98,70,15,100,0,0,0,0,0,0,0,0,NA,no,34.66243333,76.55786667,34.66281667,76.55816667,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,1,98,70,20,100,0,0,0,0,0,0,0,0,NA,no,34.66243333,76.55786667,34.66281667,76.55816667,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,1,98,70,25,68,30,2,0,0,0,0,0,0,47,yes,34.66243333,76.55786667,34.66281667,76.55816667,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,1,98,70,30,95,2,3,0,0,0,0,0,0,NA,no,34.66243333,76.55786667,34.66281667,76.55816667,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,1,98,70,35,8,90,2,0,0,0,0,0,0,48,yes,34.66243333,76.55786667,34.66281667,76.55816667,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,1,98,70,40,5,85,10,0,0,0,0,0,0,NA,no,34.66243333,76.55786667,34.66281667,76.55816667,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,1,98,70,45,100,0,0,0,0,0,0,0,0,NA,no,34.66243333,76.55786667,34.66281667,76.55816667,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,1,98,70,50,30,50,20,0,0,0,0,0,0,NA,no,34.66243333,76.55786667,34.66281667,76.55816667,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,2,41,104,0,15,85,0,0,0,0,0,0,0,68,yes,34.66251667,76.55776667,34.66273333,76.55823333,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,2,41,104,5,11,85,2,0,2,0,0,0,0,NA,no,34.66251667,76.55776667,34.66273333,76.55823333,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,2,41,104,10,14,85,0,0,1,0,0,0,0,86,yes,34.66251667,76.55776667,34.66273333,76.55823333,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,2,41,104,15,4,90,5,0,0,0,0,0,0,NA,no,34.66251667,76.55776667,34.66273333,76.55823333,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,2,41,104,20,5,85,10,0,0,0,0,0,0,215,yes,34.66251667,76.55776667,34.66273333,76.55823333,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,2,41,104,25,15,70,5,0,10,0,0,0,0,NA,no,34.66251667,76.55776667,34.66273333,76.55823333,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,2,41,104,30,100,0,0,0,0,0,0,0,0,NA,no,34.66251667,76.55776667,34.66273333,76.55823333,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,2,41,104,35,99,1,0,0,0,0,0,0,0,NA,no,34.66251667,76.55776667,34.66273333,76.55823333,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,2,41,104,40,100,0,0,0,0,0,0,0,0,NA,no,34.66251667,76.55776667,34.66273333,76.55823333,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,2,41,104,45,100,0,0,0,0,0,0,0,0,NA,no,34.66251667,76.55776667,34.66273333,76.55823333,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,2,41,104,50,100,0,0,0,0,0,0,0,0,NA,no,34.66251667,76.55776667,34.66273333,76.55823333,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,3,120,53,0,100,0,0,0,0,0,0,0,0,NA,no,34.66243333,76.55801667,34.66286667,76.55796667,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,3,120,53,5,100,0,0,0,0,0,0,0,0,NA,no,34.66243333,76.55801667,34.66286667,76.55796667,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,3,120,53,10,100,0,0,0,0,0,0,0,0,NA,no,34.66243333,76.55801667,34.66286667,76.55796667,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,3,120,53,15,98,0,0,0,2,0,0,0,0,NA,no,34.66243333,76.55801667,34.66286667,76.55796667,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,3,120,53,20,100,0,0,0,0,0,0,0,0,NA,no,34.66243333,76.55801667,34.66286667,76.55796667,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,3,120,53,25,9,85,1,0,5,0,0,0,0,110,yes,34.66243333,76.55801667,34.66286667,76.55796667,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,3,120,53,30,15,82,2,0,0,0,0,0,5,NA,no,34.66243333,76.55801667,34.66286667,76.55796667,other = tunicate
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,3,120,53,35,3,90,5,0,2,0,0,0,0,225,yes,34.66243333,76.55801667,34.66286667,76.55796667,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,3,120,53,40,95,5,0,0,0,0,0,0,0,NA,no,34.66243333,76.55801667,34.66286667,76.55796667,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,3,120,53,45,10,85,5,0,0,0,0,0,0,125,yes,34.66243333,76.55801667,34.66286667,76.55796667,
Seagrass_12,1,5/16/2019,5/22/2019,14:49,36.66261667,76.558,green,,0.4,3,120,53,50,10,88,2,0,0,0,0,0,0,NA,no,34.66243333,76.55801667,34.66286667,76.55796667,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,1,110,75,0,100,0,0,0,0,0,0,0,0,NA,no,34.63493333,76.53016667,34.63536667,76.53025,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,1,110,75,5,100,0,0,0,0,0,0,0,0,NA,no,34.63493333,76.53016667,34.63536667,76.53025,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,1,110,75,10,100,0,0,0,0,0,0,0,0,NA,no,34.63493333,76.53016667,34.63536667,76.53025,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,1,110,75,15,95,0,0,0,5,0,0,0,0,NA,no,34.63493333,76.53016667,34.63536667,76.53025,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,1,110,75,20,95,0,0,0,5,0,0,0,0,NA,no,34.63493333,76.53016667,34.63536667,76.53025,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,1,110,75,25,100,0,0,0,0,0,0,0,0,NA,no,34.63493333,76.53016667,34.63536667,76.53025,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,1,110,75,30,100,0,0,0,0,0,0,0,0,NA,no,34.63493333,76.53016667,34.63536667,76.53025,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,1,110,75,35,80,0,0,0,0,20,0,0,0,NA,no,34.63493333,76.53016667,34.63536667,76.53025,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,1,110,75,40,30,0,0,0,0,70,0,0,0,NA,no,34.63493333,76.53016667,34.63536667,76.53025,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,1,110,75,45,30,0,0,0,0,70,0,0,0,NA,no,34.63493333,76.53016667,34.63536667,76.53025,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,1,110,75,50,100,0,0,0,0,0,0,0,0,NA,no,34.63493333,76.53016667,34.63536667,76.53025,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,2,26,76,0,90,0,0,0,0,0,5,5,0,NA,no,34.635,76.5299,34.63508333,76.5304,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,2,26,76,5,50,0,0,0,0,10,20,20,0,NA,no,34.635,76.5299,34.63508333,76.5304,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,2,26,76,10,65,0,0,0,0,0,25,10,0,NA,no,34.635,76.5299,34.63508333,76.5304,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,2,26,76,15,65,0,0,0,0,0,25,10,0,NA,no,34.635,76.5299,34.63508333,76.5304,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,2,26,76,20,100,0,0,0,0,0,0,0,0,NA,no,34.635,76.5299,34.63508333,76.5304,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,2,26,76,25,100,0,0,0,0,0,0,0,0,NA,no,34.635,76.5299,34.63508333,76.5304,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,2,26,76,30,100,0,0,0,0,0,0,0,0,NA,no,34.635,76.5299,34.63508333,76.5304,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,2,26,76,35,90,0,0,0,10,0,0,0,0,NA,no,34.635,76.5299,34.63508333,76.5304,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,2,26,76,40,100,0,0,0,0,0,0,0,0,NA,no,34.635,76.5299,34.63508333,76.5304,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,2,26,76,45,100,0,0,0,0,0,0,0,0,NA,no,34.635,76.5299,34.63508333,76.5304,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,2,34,62,50,100,0,0,0,0,0,0,0,0,NA,no,34.635,76.5299,34.63508333,76.5304,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,3,34,62,0,10,0,0,0,0,0,80,10,0,NA,no,34.63518333,76.52993333,34.63495,76.53036667,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,3,34,62,5,10,0,0,0,0,0,80,10,0,NA,no,34.63518333,76.52993333,34.63495,76.53036667,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,3,34,62,10,90,0,0,0,0,10,0,0,0,NA,no,34.63518333,76.52993333,34.63495,76.53036667,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,3,34,62,15,95,0,0,0,0,5,0,0,0,NA,no,34.63518333,76.52993333,34.63495,76.53036667,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,3,34,62,20,100,0,0,0,0,0,0,0,0,NA,no,34.63518333,76.52993333,34.63495,76.53036667,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,3,34,62,25,100,0,0,0,0,0,0,0,0,NA,no,34.63518333,76.52993333,34.63495,76.53036667,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,3,34,62,30,100,0,0,0,0,0,0,0,0,NA,no,34.63518333,76.52993333,34.63495,76.53036667,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,3,34,62,35,100,0,0,0,0,0,0,0,0,NA,no,34.63518333,76.52993333,34.63495,76.53036667,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,3,34,62,40,100,0,0,0,0,0,0,0,0,NA,no,34.63518333,76.52993333,34.63495,76.53036667,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,3,34,62,45,70,0,0,0,0,30,0,0,0,NA,no,34.63518333,76.52993333,34.63495,76.53036667,
Creek_7,1,5/15/2019,5/22/2019,15:56,34.63508333,76.53018333,blue,,1,3,34,62,50,10,0,0,0,0,90,0,0,0,NA,no,34.63518333,76.52993333,34.63495,76.53036667,
Creek_2,2,6/17/2019,6/25/2019,15:10,34.6932,76.61354,blue,,0.85,1,40,90,0,100,0,0,0,0,0,0,0,0,NA,no,34.69324,76.61378,34.69324,76.61378,
Creek_2,2,6/17/2019,6/25/2019,15:10,34.6932,76.61354,blue,,0.85,1,40,90,5,0,0,0,0,15,5,0,0,0,NA,no,34.69324,76.61378,34.69324,76.61378,
Creek_2,2,6/17/2019,6/25/2019,15:10,34.6932,76.61354,blue,,0.85,1,40,90,10,95,0,0,0,0,5,0,0,0,NA,no,34.69324,76.61378,34.69324,76.61378,
