"","halodule","zostera","ruppia","algae","oyster","saltmarsh","other","richness","shannonD","richness_comb","comm_shannonD_sum","herbivore","omnivore","soniferous_S","num_bai_chr","num_ort_chr","num_ops_tau","seagrass_area","seagrass_perim.area.ratio","saltmarsh_perim.area.ratio","habitat_total","NNratio","dist2adjPatch","richness_landscape","avg_temp","avg_spl_low","avg_spl_high","BI_low","BI_high"
"12",57.2121212121212,18.4545454545455,3.48484848484848,0,0,0,0,3,0.711606330221366,1,0.95224368644172,0,0.515796260477112,4,33.3333333333333,118.439716312057,0,131292,1.064710721,0,131292,0.609476,908.091153,1,26.31013072,99.56533144,98.93494234,5591.103516,47916.32302
"13",0,0,0,0,5.72727272727273,7.03030303030303,0,2,0.687922011656595,2,0,0,0,0,0,0,0,1255,1.609561753,0.99635735,75431,1.752124,184.19,3,26.04044118,90.1496371,87.4062221,3806.243502,21961.67283
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68401,0.496542448,0.374713832,120552,1.063792,284.27,3,26.68786765,103.1574991,92.61287199,7513.761215,35257.52808
"15",41.1515151515151,0.757575757575758,0,0.363636363636364,0,0,0,2,0.0904562766779035,1,1.08255187846535,0,1.28617363344051,6,2.57234726688103,55.3054662379421,0,34516,1.467667169,0.281718687,46579,0.501464,107.52,3,27.72279412,94.97159576,102.2678852,5596.274363,59968.16782
"16",41.2727272727273,0.454545454545455,0.454545454545455,0,0,0,0,3,0.118956735340236,1,0.928789972755855,0,5.12820512820513,5,33.6996336996337,83.5164835164835,0,70287,0.723120919,0.527582748,78015,0.373866,176.63,3,27.2,93.76103334,97.4477496,8440.207608,57093.17235
"17",0,0,0,0.178571428571429,18.9285714285714,14,0,2,0.681903732594197,2,0,0,0,0,0,0,0,0,0,0.281677669,291970,0.549376,501.38,2,25.79470588,109.5554847,110.1888729,35825.07888,41153.72133
"18",0,0,0,0.909090909090909,13.1818181818182,21.6969696969697,0,2,0.663042774432222,2,0,0,0,0,0,0,0,11401,1.781422682,0.224489493,177764,0.476911,300.2,3,25.45882353,108.2689966,111.2347671,30316.54304,41952.91433
"19",51.5757575757576,1.57575757575758,0,1.18181818181818,0,0,0,2,0.133511289516425,1,1.18482584449466,0,0.779220779220779,8,12.3809523809524,37.1428571428571,0,37118,0.396034269,0,37118,0.307564,777.17,1,26.21405229,96.5755038,102.550496,10391.18156,28181.17895
"20",25.0606060606061,4.66666666666667,8.72727272727273,0.181818181818182,0,0,0,3,0.871557515913407,1,1.03992974998191,0,0.416377515614157,9,3.81679389312977,77.0992366412214,0,101151,0.691283329,0.231483392,132683,1.677055,171.7,3,25.66830065,98.51512057,104.2585871,18933.93195,65996.05367
"21",0,0,0,0.454545454545455,35.9090909090909,5.60606060606061,0,2,0.39584994501266,2,0.513120392692498,0,4.9653158086893,2,0,0,0,37595,1.463652081,0.274886648,253149,0.63305,69.52,3,25.74117647,104.7069758,105.4106919,27117.56799,61681.5964
"22",0,0,0,0,0.757575757575758,37.2727272727273,0,2,0.0977288458985896,2,0.830517825287248,0,0.234604105571847,1,0,0,0,19738,0.410477252,0.514784382,62967,0.870312,114.99,3,26.02294118,94.14727241,93.84421024,7153.574984,77005.94366
"23",0.242424242424242,14.8484848484848,0,3.63636363636364,0,0,0,2,0.0822985228585322,1,1.13374147764245,0,2.02854996243426,6,0.826446280991736,2.47933884297521,0,28142,1.450856371,0.246489798,86590,0.40829,71.52,3,25.92470588,101.108317,105.8549083,16676.49874,50539.23836
"24",35.4545454545455,5.72727272727273,0,0.0606060606060606,0,0,0,2,0.403276858328715,1,1.15124204051097,0,0.493624023035788,7,0,10.8597285067873,0,16307,0.583430429,0.494729219,33754,0.908089,193.91,3,25.87588235,98.55484017,103.4155592,12710.16088,33671.49071
