"","halodule","zostera","ruppia","algae","oyster","saltmarsh","other","richness","shannonD","evenness","seagrass","richness_comb","shannonD_comb","evenness_comb","total_cover","avg_blade_length","avg_shoot_density","max10","depth_m_avg","sal_avg","total_abund_sum","comm_richness_sum","comm_shannonD_sum","comm_evenness_sum","carnivore","herbivore","omnivore","soniferous_S","carn_2","detritivore","herb_2","invertivore","omni_2","piscivore","planktivore","num_bai_chr","num_ort_chr","num_ops_tau","seagrass_area","seagrass_core.area","seagrass_perimeter","seagrass_perim.area.ratio","saltmarsh_area","saltmarsh_core.area","saltmarsh_perimeter","saltmarsh_perim.area.ratio","oyster_area","oyster_core.area","oyster_perimeter","oyster_perim.area.ratio","habitat_total","NNratio","dist2adjPatch","richness_landscape","avg_temp","avg_spl_low","avg_spl_high","ToadCallRate","ToadCallRateNorm"
"seagrass",0.859779012507817,0.259708448012894,0.429034153923182,-0.108015093785024,0.217212377249363,NA,-0.107428948322905,0.613517875656991,0.538542464723833,0.41412165401471,1,0.217212377249363,0.217212377249363,NA,0.996075557733588,0.0127167545009687,0.530740512157897,0.28948698474718,-0.253141720441236,0.16216957864766,0.410810890484617,0.147490456348243,0.117938946222597,0.0554137969559766,0.431071164135397,-0.168368446297222,-0.219594705722233,-0.0115217860347541,0.0502829599161325,0.685069830162526,0.374223887550694,0.336767277294719,0.054809484464326,0.0724620617443376,-0.0356419186530305,0.691041341832435,0.733753076552515,-0.168368446297222,0.648235216366716,0.654749562662048,0.611242020915943,-0.224194411709024,0.0918394367720878,0.144083225327472,-0.213942305882111,-0.288496828950492,-0.056519008747487,0.0396915434480391,-0.213659997163233,-0.597675995862585,0.547068106105841,-0.0299263079198811,0.581339941309067,-0.445735494653051,0.315767270238295,-0.329486156190346,0.0892476942730436,0.187018219646612,0.079166712403826
"richness_comb",0.305938831192327,-0.0195821352840162,-0.143342269708913,0.706383077434362,1,NA,-0.0909090909090909,0.356753034006338,-0.0246660759819434,-0.096785108417929,0.217212377249363,1,1,NA,0.283360349374215,-0.0535040479388359,0.534105421521562,0.00493233144307071,0.0718014238145933,-0.0197661070679319,0.391306505635941,-0.061259907676888,-0.405501631036976,-0.437236319145242,0.409920790880951,-0.0909090909090909,-0.198327070278905,-0.220779220779221,-0.0123887169039992,-0.157188102561318,-0.144497194767576,0.473503789423646,-0.205886747762289,0.314771165815172,-0.128298272477875,-0.112102411372965,-0.128365161628384,-0.0909090909090909,-0.201754420869335,-0.12146318410249,-0.254270217103668,-0.27271969137926,0.638160134051338,0.609360884390687,0.67799034444205,-0.0269478237866024,0.849244618930124,0.644234168147256,0.784306486566133,0.0564202375580975,0.323289037021391,-0.120744885838885,-0.252559045321297,-0.0909090909090909,0.116644271930359,-0.160497826282294,0.135015547553646,0.703016164567788,0.825528779788339
"shannonD_comb",0.305938831192327,-0.0195821352840162,-0.143342269708913,0.706383077434362,1,NA,-0.0909090909090909,0.356753034006338,-0.0246660759819434,-0.096785108417929,0.217212377249363,1,1,NA,0.283360349374215,-0.0535040479388359,0.534105421521562,0.00493233144307071,0.0718014238145933,-0.0197661070679319,0.391306505635941,-0.061259907676888,-0.405501631036976,-0.437236319145242,0.409920790880951,-0.0909090909090909,-0.198327070278905,-0.220779220779221,-0.0123887169039992,-0.157188102561318,-0.144497194767576,0.473503789423646,-0.205886747762289,0.314771165815172,-0.128298272477875,-0.112102411372965,-0.128365161628384,-0.0909090909090909,-0.201754420869335,-0.12146318410249,-0.254270217103668,-0.27271969137926,0.638160134051338,0.609360884390687,0.67799034444205,-0.0269478237866024,0.849244618930124,0.644234168147256,0.784306486566133,0.0564202375580975,0.323289037021391,-0.120744885838885,-0.252559045321297,-0.0909090909090909,0.116644271930359,-0.160497826282294,0.135015547553646,0.703016164567788,0.825528779788339
"evenness_comb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"total_cover",0.848710952676868,0.280699927253299,0.425696499708327,-0.0196615199045867,0.283360349374215,NA,-0.104962014231548,0.623049171967414,0.527077472827567,0.396923633120145,0.996075557733588,0.283360349374215,0.283360349374215,NA,1,0.00447775606123354,0.539231429934569,0.274166590210937,-0.252243780320423,0.149220971523011,0.414259365905769,0.125660178814859,0.100346277650016,0.0444095921215981,0.435425272217763,-0.178398335142666,-0.233768760296485,-0.0239489300518234,0.0195421892443163,0.66606548758618,0.343634227948267,0.346263906662352,0.0298683325988818,0.109150797977596,-0.0609233381919164,0.672955031270872,0.710640404944211,-0.178398335142666,0.623517141048264,0.629873235328731,0.590187315822683,-0.218095531921643,0.164929403504455,0.214578223661181,-0.141876962709629,-0.293509617009794,0.00420507890649387,0.0701364790432084,-0.14157876107964,-0.573807315489723,0.57735751998771,-0.0558616146887404,0.552534020690033,-0.442843268524624,0.318369541769633,-0.330086619245914,0.112594093163809,0.220937292162612,0.126683644601975
"avg_blade_length",0.0620063316382055,-0.0702716769155886,-0.0553293602674485,-0.0916696522054922,-0.0535040479388359,NA,-0.412761425639911,0.172517053537873,-0.0345183053637532,-0.0730767116862457,0.0127167545009687,-0.0535040479388359,-0.0535040479388359,NA,0.00447775606123354,1,-0.0415427367573682,0.933560283622757,0.552643477267019,-0.424666279644692,0.119223348757118,0.743732237778412,0.77212523940178,0.592683415767968,0.0927474853928593,-0.28189156067721,0.484903706081146,0.759356840351333,0.65071461595081,0.168523684125629,0.182468809190312,0.0623060747827562,0.597414204296487,0.00254102367717184,0.354966401742384,0.142058545045118,0.121019971595516,-0.28189156067721,0.00790670006302261,0.0728210460580243,-0.0598452645622736,-0.0469318463701056,0.0565978356456635,0.010670727282361,0.30198977482023,0.382533045373348,0.252869160292211,0.309611043741058,0.227683271206726,0.154330336420116,0.0754049228815915,0.263590675674575,-0.14773333433209,0.489467523053723,0.770588077512249,-0.190928477192297,0.783152479591288,-0.593671010829331,-0.337995495444765
"avg_shoot_density",0.684448650029487,-0.273379044651351,0.0378952469147926,0.0389131197658595,0.534105421521562,NA,0.411799675384074,0.372565518728946,0.247533537354769,0.201040030981091,0.530740512157897,0.534105421521562,0.534105421521562,NA,0.539231429934569,-0.0415427367573682,1,0.187034346242654,-0.127831528208701,0.0169159656533002,0.247886597257585,0.0418819727429522,-0.391348323530667,-0.516648783660105,0.273563448959508,-0.250161902814237,-0.358095740119122,-0.189603942178749,0.140108463207222,-0.020679142450665,-0.0194074413607747,0.284922933574198,-0.046023089112329,-0.0660162294569044,-0.106201274951053,0.084123530287629,0.0719375323679494,-0.250161902814237,0.167138632166999,0.31635278491101,-0.00752997023455212,-0.590036285109119,0.0663936511520001,0.0718635827152368,0.0357984573186688,0.276893045956734,0.3763683997048,0.508618609107982,0.126258143651044,-0.206374721940152,0.22334265970095,0.186217748046138,0.063501872765409,-0.0308778244583051,-0.14980891974132,-0.18838805969711,-0.188222404589362,0.355753279510997,0.307793484142868
"max10",0.341805005171502,-0.100176377881449,0.0546941952351579,-0.192063896559402,0.00493233144307071,NA,-0.404906568712267,0.241109416664586,0.123628488035332,0.0940953261090257,0.28948698474718,0.00493233144307071,0.00493233144307071,NA,0.274166590210937,0.933560283622757,0.187034346242654,1,0.427634283535218,-0.435789876769065,0.176392200846086,0.774796498678665,0.73794352136163,0.530066829076331,0.162383621468947,-0.279185242654313,0.291194272475495,0.73031668883509,0.605107880748016,0.266726391866473,0.170320125948422,0.115919045833608,0.604031839389447,-0.0658648019721502,0.265429505527294,0.227223914257177,0.253408297683003,-0.279185242654313,0.0871698369032933,0.179971373956631,-0.00139415058071784,-0.205500136586524,0.0280092387469576,0.00214124034133578,0.173174067995864,0.299964768322624,0.188436755197004,0.30254713953041,0.085614289555906,-0.067612259935136,0.111643692709647,0.277893437819239,0.00701195480573236,0.328149590448723,0.758405299232261,-0.283009982674809,0.723145334008521,-0.508901043766963,-0.280906738493342
"depth_m_avg",-0.409484877765301,0.203028071649105,0.127222228468258,0.0213349334762741,0.0718014238145933,NA,-0.424281140722597,0.259813097317144,0.408613006669589,0.417440076132609,-0.253141720441236,0.0718014238145933,0.0718014238145933,NA,-0.252243780320423,0.552643477267019,-0.127831528208701,0.427634283535218,1,-0.239396497514788,0.171376926572346,0.448023592498161,0.325697487281219,0.232539645465581,0.170941134820608,0.202349467113854,0.055667171594966,0.625698121812884,0.269736955649169,0.15538243861449,-0.0926579725313751,0.159182687451652,-0.107627560752389,0.561935837242132,-0.0825290794794173,-0.25280242636815,0.0990972267584474,0.202349467113854,0.0747372139166731,0.0748517935573727,0.0133641135886768,0.121862893396615,0.236306550631354,0.190095955788109,0.428030527164169,0.098687523989586,0.530714698421028,0.667899441018772,0.455190426025435,0.312182438578794,0.268528893074398,0.800546571887876,-0.442844149922632,0.498258365258844,0.343917260342578,0.268502259422954,0.664399903753624,-0.238134032493838,0.0816827186180718
"sal_avg",0.1408391527951,-0.121119623360524,0.227394120898423,-0.160042734185122,-0.0197661070679319,NA,0.198451714962043,0.322238825599034,0.0636634576085756,-0.0761432913381951,0.16216957864766,-0.0197661070679319,-0.0197661070679319,NA,0.149220971523011,-0.424666279644692,0.0169159656533002,-0.435789876769065,-0.239396497514788,1,0.39701104654059,-0.238915008993308,-0.393500520497544,-0.350288274215603,0.396552614908531,-0.0197661070679319,0.124629089439751,-0.502059119525489,0.26578725272508,0.390945982584531,0.292814319639792,0.355493090802835,-0.119135788472756,-0.184999782167213,0.241183864944099,0.304934588734371,0.421051353188571,-0.0197661070679319,0.420606182815935,0.290449742727467,0.502508130883368,0.412471630746292,-0.0522732997671875,-0.00770612755717482,-0.303604775917741,-0.0676526285967116,-0.161170873187565,-0.115199774592922,-0.209123526482498,-0.0631803959497112,0.274413256067118,-0.131412345773084,-0.0869033593194915,-0.0134409528061959,-0.03424847449157,-0.274508828890969,-0.476146925615341,0.323403410768206,0.0458087341633843
"total_abund_sum",0.448347354536879,0.0128538998048884,0.0202563036446651,-0.00205161505405974,0.391306505635941,NA,-0.211308380989085,0.56212551230349,0.230950772956563,0.211209465464313,0.410810890484617,0.391306505635941,0.391306505635941,NA,0.414259365905769,0.119223348757118,0.247886597257585,0.176392200846086,0.171376926572346,0.39701104654059,1,0.460418987142468,-0.211372083142107,-0.382451419936634,0.998430542348725,0.401978866278732,0.316319721178416,-0.116850607681687,0.520764940787298,0.495674568336276,0.554507256834751,0.985868021756193,0.0719602192598125,0.372281868974629,0.467654756594537,0.459072199226866,0.544707758868342,0.401978866278732,0.246191528578488,0.231463784738319,0.228561027303909,0.0411139350482163,0.0736792634508251,0.0876795851051258,-0.0106953593108976,-0.0137261850391888,0.276983889068071,0.235912956359881,0.200204253813742,0.174901291486346,0.274013913563784,0.0333624861109333,-0.0975485017880745,0.0305946219035718,0.484440306607872,-0.0503301095260858,0.144450444762027,0.472847210916978,0.513552698325641
"comm_richness_sum",0.274257833091725,-0.214253797177423,-0.0724900058389358,-0.2576470068376,-0.061259907676888,NA,-0.37631086144374,0.0637799200717336,0.0911981509088852,0.158115152331199,0.147490456348243,-0.061259907676888,-0.061259907676888,NA,0.125660178814859,0.743732237778412,0.0418819727429522,0.774796498678665,0.448023592498161,-0.238915008993308,0.460418987142468,1,0.510464680754507,0.215806896133798,0.452662980386205,0.253791046089964,0.263684452093694,0.691361815210593,0.609375478945264,0.258650487379807,0.124702435622597,0.43290459417785,0.708421298375589,0.156762168335056,0.273693949820568,0.083139983268277,0.270899392567831,0.253791046089964,-0.0438928977522128,0.0322830470570025,-0.110575857241388,-0.0525422736428846,-0.188965709086944,-0.200710834149924,-0.0812994256703668,0.0845064639638973,0.0802202737977108,0.21443819351135,-0.0235597416491683,0.11062268152381,-0.126651875965318,0.307664267436718,-0.0318254654191747,0.253791046089964,0.716227197478824,0.00679751213278099,0.654676777353948,-0.395648086271719,-0.0660511097839139
"comm_shannonD_sum",-0.0349835274043115,0.186272028695493,0.25331882876912,-0.184823365085763,-0.405501631036976,NA,-0.544701602232362,0.0510394838390397,0.107740563662792,0.0429596241948046,0.117938946222597,-0.405501631036976,-0.405501631036976,NA,0.100346277650016,0.77212523940178,-0.391348323530667,0.73794352136163,0.325697487281219,-0.393500520497544,-0.211372083142107,0.510464680754507,1,0.946835484436859,-0.231807850308277,-0.306772129797496,0.286014901138557,0.810402968243239,0.249818569223581,0.372145764951725,0.0772029769322933,-0.317841589837589,0.525930886440022,-0.067066201924995,0.103368180640328,0.245808362589183,0.29462821453463,-0.306772129797496,0.193658103203328,0.183279694465146,0.207027545920926,0.141470010410467,0.0391012525555978,0.0317306469429384,0.0607690451804539,-0.045156093229228,-0.175528503685859,-0.0950926263716243,-0.13709887873265,-0.205303135348477,0.146080086149699,0.135009374474514,0.189808346558881,0.149465365421894,0.674901452199328,-0.239868708574289,0.727409650716164,-0.78351953806949,-0.618930560306599
"comm_evenness_sum",-0.178372457535435,0.320958994068274,0.311596713811831,-0.102579005339756,-0.437236319145242,NA,-0.528983920653523,0.0343644825087704,0.0927270472987835,-0.000489754542778076,0.0554137969559766,-0.437236319145242,-0.437236319145242,NA,0.0444095921215981,0.592683415767968,-0.516648783660105,0.530066829076331,0.232539645465581,-0.350288274215603,-0.382451419936634,0.215806896133798,0.946835484436859,1,-0.403303525338183,-0.389263940425063,0.243601008699776,0.668204131067888,0.0485854007229407,0.341014362569712,0.0521462994450653,-0.492754661658923,0.316751701809089,-0.0890791300977709,0.0224920626783536,0.24471724803637,0.244645215330587,-0.389263940425063,0.226621579663927,0.177015263026857,0.27651538125183,0.214917647479489,0.126360482631605,0.122037810850163,0.109739591118352,-0.123447928372296,-0.223266503375035,-0.194446953067947,-0.129231728491917,-0.254856949900686,0.21284471632552,0.0390460304813889,0.215305385125516,0.0640951337589948,0.519181208358804,-0.249338523346848,0.603053957443968,-0.722395925974652,-0.646180226373891
"carnivore",0.461893181327019,0.0233904266691857,0.0338609419910285,0.00641242249986847,0.409920790880951,NA,-0.203343121663205,0.561559541825799,0.260560583545377,0.244291759386975,0.431071164135397,0.409920790880951,0.409920790880951,NA,0.435425272217763,0.0927474853928593,0.273563448959508,0.162383621468947,0.170941134820608,0.396552614908531,0.998430542348725,0.452662980386205,-0.231807850308277,-0.403303525338183,1,0.418381691941634,0.262697177312973,-0.122296521683436,0.489540194967611,0.49616494497706,0.524423602457355,0.987664146511688,0.0499622628903417,0.390147358329655,0.421167058409288,0.439647484325731,0.547823713245752,0.418381691941634,0.249081900262735,0.234226944993159,0.232232264071536,0.034796509707847,0.0835757599722659,0.0991713839048282,-0.0120566889525261,-0.038918297711149,0.286304781293002,0.251827635262575,0.200010632709299,0.157417143285182,0.283136719279118,0.0521222200393765,-0.0893448414920986,0.0104162823410534,0.464787298270069,-0.0356889548558667,0.140601656774437,0.490891896155194,0.538688457509373
"herbivore",-0.202543316959363,0.180895109861439,-0.143342269708913,-0.103399680055878,-0.0909090909090909,NA,-0.0909090909090909,-0.254823595718813,0.197801014955431,0.436432484669702,-0.168368446297222,-0.0909090909090909,-0.0909090909090909,NA,-0.178398335142666,-0.28189156067721,-0.250161902814237,-0.279185242654313,0.202349467113854,-0.0197661070679319,0.401978866278732,0.253791046089964,-0.306772129797496,-0.389263940425063,0.418381691941634,1,-0.168964464110306,-0.0649350649350649,-0.199028078981944,0.00396899771312269,-0.0314230662064412,0.459422678207713,-0.205886747762289,0.538198048234046,-0.132790855537025,-0.239206987227559,0.0277014065570762,1,-0.232540725624287,-0.298833668800691,-0.150427683403103,0.211487894637447,-0.229138406672508,-0.217086799158916,-0.244735306997047,-0.311587936774776,-0.124715171308046,-0.144387494117948,-0.0872055359153892,0.349736567806153,-0.326515581449209,0.200806897749822,-0.086324080863761,-0.0909090909090909,-0.111417421096565,0.671600907569136,0.0181495237767858,0.235468601460773,0.432765685119416
"omnivore",-0.0948542884155664,-0.175952154192264,-0.222273149982657,-0.142448011735248,-0.198327070278905,NA,-0.195658380887834,0.177368433182869,-0.434035673423166,-0.500894091103975,-0.219594705722233,-0.198327070278905,-0.198327070278905,NA,-0.233768760296485,0.484903706081146,-0.358095740119122,0.291194272475495,0.055667171594966,0.124629089439751,0.316319721178416,0.263684452093694,0.286014901138557,0.243601008699776,0.262697177312973,-0.168964464110306,1,0.0582601827219076,0.682254722780302,0.137367502283801,0.671200193186829,0.254760057157753,0.394637879582885,-0.197683861937241,0.923654098483691,0.465311873619555,0.107209926048501,-0.168964464110306,0.0259299753539873,0.0244241037344335,0.00672849472725105,0.11658708393594,-0.14309304939452,-0.166034296595724,0.02233220490843,0.424456561258913,-0.0746840367646659,-0.197877793444202,0.0630003628046911,0.343028836818225,-0.0701574721926978,-0.308959261620262,-0.16629408575947,0.350588347706902,0.475320798780215,-0.268818780497669,0.107250488603625,-0.16806831053052,-0.277831999539059
