"","deploy_num","halodule","zostera","ruppia","algae","oyster","saltmarsh","other","richness","shannonD","evenness","seagrass","richness_comb","shannonD_comb","evenness_comb","total_cover","avg_blade_length","avg_shoot_density","max10","depth_m_avg","sal_avg","total_abund_sum","comm_richness_sum","comm_shannonD_sum","comm_evenness_sum","carnivore","herbivore","omnivore","soniferous_S","carn_2","detritivore","herb_2","invertivore","omni_2","piscivore","planktivore","num_bai_chr","num_ort_chr","num_ops_tau","seagrass_area","seagrass_core.area","seagrass_perimeter","seagrass_perim.area.ratio","saltmarsh_area","saltmarsh_core.area","saltmarsh_perimeter","saltmarsh_perim.area.ratio","oyster_area","oyster_core.area","oyster_perimeter","oyster_perim.area.ratio","habitat_total","NNratio","dist2adjPatch","richness_landscape","avg_temp","avgTempAll","avgTempNight","medTemp","minTemp","maxTemp","avg_spl_low","avg_spl_high","TFPercentPresenceNight","TFAvgPresentNight","TFMaxRate","PerchPercentPresenceNight","PerchAvgPresentNight","PerchMaxRate"
"omnivore",0.416200155895503,0.066777253899648,NA,NA,-0.105319472129998,0.348254578423749,-0.287059852686115,0.066777253899648,NA,-0.24005395432001,-0.24005395432001,0.066777253899648,NA,-0.24005395432001,-0.24005395432001,0.197061977995603,0.066777253899648,NA,0.066777253899648,-0.0766840905763441,-0.331240563980023,0.972691982678104,0.661758948581002,0.170802837018288,NA,0.199473895429077,NA,1,0.674860046970555,NA,0.989672808253933,NA,0.199473895429078,0.318100437939263,NA,0.066777253899648,-0.183082110780672,NA,NA,0.46238566909398,0.39751614494941,0.383922445326184,0.238067867031485,0.157988058041723,0.171488465816249,-0.0990572198615339,-0.302384906927803,0.186587143903601,0.00958113341143662,0.174372575729269,-0.00903290043790942,0.246506272385131,-0.264510749704254,-0.450153607630593,0.279662543681573,0.213074201223718,0.124578753838092,0.198136754580943,0.159637774125809,0.265479653049641,-0.0868786469669096,0.0449686020330142,0.133668675949809,-0.271681409315001,-0.310355180632593,-0.28466603090884,-0.293540901151952,-0.313550871388587,-0.304725277279643
"soniferous_S",-0.0924500327042049,0.544704779401922,NA,NA,-0.0439924512077675,0.143247945468671,-0.181279457952942,0.544704779401922,NA,-0.59669974054402,-0.59669974054402,0.544704779401922,NA,-0.59669974054402,-0.59669974054402,0.0591108922343376,0.544704779401922,NA,0.544704779401922,-0.0740952994715756,-0.0256410256410256,0.774254076316389,0.975790660977457,0.831640104643939,NA,0.632054942172176,NA,0.674860046970555,1,NA,0.596424777898886,NA,0.632054942172177,0.686777544404368,NA,0.544704779401922,0.0605227532668802,NA,NA,0.576952254614331,0.467432702601883,0.487499417582828,0.168977253802004,0.296732345518328,0.374845882162975,-0.387311227697315,-0.354814216002984,0.0154898554658378,0.127953668244104,-0.0716699447717785,-0.013824830336243,0.342161027336276,-0.230253143803931,-0.493876456348758,0.277350098112615,0.000833071213815477,-0.116859564899418,-0.0527866992194349,-0.109581898746901,0.0745966263015167,-0.0524753713574316,-0.14885730371649,-0.327964501163541,-0.0893094340570107,-0.0482807105008398,-0.036386907454228,0.112992046764942,-0.0564149389750044,0.0353215597956952
"carn_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"detritivore",0.447906687501376,-0.0769301238179151,NA,NA,-0.0587712428214963,0.402394602017127,-0.273887890142904,-0.0769301238179151,NA,-0.208636281833637,-0.208636281833637,-0.0769301238179151,NA,-0.208636281833637,-0.208636281833637,0.26495237523521,-0.0769301238179151,NA,-0.0769301238179151,-0.0214314617981428,-0.409814793265694,0.95190788119364,0.585318760502716,0.0636121478471498,NA,0.152075172972422,NA,0.989672808253933,0.596424777898886,NA,1,NA,0.152075172972423,0.178916776710829,NA,-0.0769301238179151,-0.162692283492744,NA,NA,0.455185430610185,0.419801356770798,0.371827051317166,0.19774091519386,0.0671552562907746,0.067839129515141,-0.0612131189596318,-0.241765737104562,0.253468023267361,0.0745119047809398,0.239806481140884,-0.103306142346072,0.184062843030443,-0.217452609820484,-0.479406590775143,0.248516568030237,0.170922701168363,0.0906400008267218,0.161777699313088,0.126918861854682,0.234463446631037,-0.0942663559575225,0.0978767868897772,0.211248223486282,-0.241424291404066,-0.275790970595747,-0.252962817633543,-0.2727309971903,-0.280444544525458,-0.272124682036085
"herb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"invertivore",0.156512066217899,0.337040721288275,NA,NA,-0.223066957642872,-0.15632640822365,0.431076450393089,0.337040721288276,NA,-0.933580187051898,-0.933580187051898,0.337040721288275,NA,-0.933580187051898,-0.933580187051898,0.136928979113963,0.337040721288276,NA,0.337040721288276,-0.0244887926037506,-0.0931218886140804,0.421461960001758,0.723051890054218,0.74031122882245,NA,1,NA,0.199473895429078,0.632054942172177,NA,0.152075172972423,NA,1,0.361268437652418,NA,0.337040721288275,-0.209375054350234,NA,NA,0.47836378559122,0.792415470657317,0.249918691718112,0.0485058718236949,-0.0825582197684583,-0.00380083433205614,-0.565313525766828,-0.125415170302146,-0.251866537733673,-0.114600814288855,-0.320231608465069,-0.146291809135793,-0.0531744134254728,-0.15604004418189,-0.552885915379198,0.49898333032308,0.285763563297008,0.18042507673583,0.172429981979284,0.166435873928254,0.179422290540948,0.361535455011105,-0.47985892799854,-0.425533700703568,-0.0731880903753366,-0.106476605899425,-0.0594164750745237,-0.0970775648982774,-0.100953821791358,-0.0785611174057283
"omni_2",-0.106886833864196,0.967107829471919,NA,NA,-0.333186899348786,-0.270116117608346,-0.160901555343024,0.967107829471919,NA,-0.265867626924485,-0.265867626924485,0.967107829471919,NA,-0.265867626924485,-0.265867626924485,-0.400134565007022,0.967107829471919,NA,0.967107829471919,-0.384438786502898,0.43790531941371,0.379954349001139,0.670151113998813,0.750658962476438,NA,0.361268437652417,NA,0.318100437939263,0.686777544404368,NA,0.178916776710829,NA,0.361268437652418,1,NA,0.967107829471919,-0.180117894099951,NA,NA,0.162838688224963,-0.0499659609757189,0.176324236395112,0.3268725904429,0.641141446853376,0.729103527514409,-0.273369138230132,-0.476430644765387,-0.394748386865367,-0.426406987656511,-0.388131600428285,0.622171086380264,0.475523867292051,-0.377035311301161,0.0819393779764814,0.275134627909688,0.331270912481867,0.255148121530075,0.289494430159596,0.25580754283352,0.270824335374287,0.026673080147953,-0.337591501477784,-0.479124950964302,-0.267282713222307,-0.305330331402614,-0.280057105472835,-0.210192306361499,-0.296476308455104,-0.290950049432073
"piscivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"planktivore",-0.218217890235992,1,NA,NA,-0.327365369892132,-0.382438240442548,-0.0819363340217001,1,NA,-0.224972407318009,-0.224972407318009,1,NA,-0.224972407318009,-0.224972407318009,-0.472158743638972,1,NA,1,-0.384765941115593,0.544704779401922,0.141630087514186,0.531517836730181,0.748970183189538,NA,0.337040721288275,NA,0.066777253899648,0.544704779401922,NA,-0.0769301238179151,NA,0.337040721288275,0.967107829471919,NA,1,-0.142857142857143,NA,NA,0.0488936931717663,-0.149668204190172,0.0805366277705035,0.276725175467091,0.627723258528863,0.717563362709507,-0.269548206101946,-0.420492958309688,-0.470362687080279,-0.454529796907157,-0.460619424608694,0.652534519228565,0.429545122456134,-0.327272068626902,0.202264789433257,0.218217890235992,0.295232323546708,0.237322761470029,0.25393586282593,0.228774924172138,0.217025059565706,0.0537987351475403,-0.372866023033685,-0.542969266266281,-0.211990290786185,-0.24216704836443,-0.222122061356599,-0.146398136206818,-0.232043947232424,-0.228476634008785
"num_bai_chr",-0.654653670707977,-0.142857142857143,NA,NA,0.0854116796763312,-0.170051995811223,-0.177178568440089,-0.142857142857143,NA,0.369960041619446,0.369960041619446,-0.142857142857143,NA,0.369960041619446,0.369960041619446,-0.330019798427993,-0.142857142857143,NA,-0.142857142857143,0.00699574438391987,0.0605227532668802,-0.219024911247896,-0.0759311195328831,0.136341466271964,NA,-0.209375054350234,NA,-0.183082110780672,0.0605227532668802,NA,-0.162692283492744,NA,-0.209375054350234,-0.180117894099951,NA,-0.142857142857143,1,NA,NA,-0.382716570175341,-0.352117158354463,-0.327424165657938,-0.546902541127309,-0.423508114044997,-0.398517947332103,-0.0976802883784542,0.54045965238356,-0.0381828267296688,0.495569008181004,-0.163783155522277,-0.478805211940497,-0.42424699151432,0.704374852437681,-0.169498436058972,-0.654653670707977,-0.944109964378519,-0.956053748429185,-0.975212864751155,-0.958987131121578,-0.853085925965823,-0.296518609999234,0.00101851287289629,-0.360536157945257,-0.0819807816506996,0.205596513008564,0.0858871970578849,0.725522827988246,0.13780598734193,0.435390055881136
"num_ort_chr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"num_ops_tau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seagrass_area",0.0284166114706285,0.0488936931717663,NA,NA,0.588124674036921,0.733609973411768,-0.191869398949196,0.0488936931717663,NA,-0.697845987098958,-0.697845987098958,0.0488936931717663,NA,-0.697845987098958,-0.697845987098958,0.742006614211531,0.0488936931717663,NA,0.0488936931717663,0.278362445320925,-0.282618304343418,0.541217533318303,0.641633611726235,0.363199796544858,NA,0.478363785591219,NA,0.46238566909398,0.576952254614331,NA,0.455185430610185,NA,0.47836378559122,0.162838688224963,NA,0.0488936931717663,-0.382716570175341,NA,NA,1,0.698832565854768,0.955216424708873,0.532000261322552,0.311068803805229,0.310438040296209,-0.0642952150768066,-0.513820712124213,0.619127112543945,0.448767133528451,0.569903226240706,-0.159883497772988,0.556261305974437,-0.500683455263574,-0.464543200852249,0.584609217514126,0.177811769436646,0.162726589252109,0.229467682178134,0.150791730008192,0.365009585171693,0.0195552518036337,0.34388358012597,0.318428049625376,0.525926848594794,0.435826648890483,0.515855110190476,0.165698679547256,0.531461873516384,0.40354468545745
"seagrass_core.area",0.451322120340172,-0.149668204190172,NA,NA,0.109549275570986,0.267039948130102,0.451713181933228,-0.149668204190172,NA,-0.902704280653955,-0.902704280653955,-0.149668204190172,NA,-0.902704280653955,-0.902704280653955,0.636309910661907,-0.149668204190172,NA,-0.149668204190172,0.158355000420615,-0.598305538938166,0.555570638148995,0.546899015401536,0.338728791300782,NA,0.792415470657316,NA,0.39751614494941,0.467432702601883,NA,0.419801356770798,NA,0.792415470657317,-0.0499659609757189,NA,-0.149668204190172,-0.352117158354463,NA,NA,0.698832565854768,1,0.459230215691859,0.102098896136679,-0.181314671702729,-0.146381439400146,-0.475769101793474,-0.270896564047952,0.191034887814594,0.156813153759772,0.132995593263533,-0.473606491555308,-0.00195889894308852,-0.344374451291535,-0.61807809308709,0.537867843884025,0.284617411819374,0.190415525027747,0.248429849841776,0.200003869196072,0.390214829408762,0.110061439321386,-0.0273420784625806,0.154014894290865,0.0906149800444382,0.0110463670740989,0.0752109771373255,-0.146926039204599,0.0673868695042253,-0.00166360239446359
"seagrass_perimeter",-0.152406860174916,0.0805366277705035,NA,NA,0.717461848708125,0.8192689585177,-0.413620639325811,0.0805366277705035,NA,-0.486406587167318,-0.486406587167318,0.0805366277705035,NA,-0.486406587167318,-0.486406587167318,0.687728773370548,0.0805366277705035,NA,0.0805366277705035,0.296211411370553,-0.126581467909153,0.414494679380664,0.536066054723391,0.278305973146593,NA,0.249918691718111,NA,0.383922445326184,0.487499417582828,NA,0.371827051317166,NA,0.249918691718112,0.176324236395112,NA,0.0805366277705035,-0.327424165657938,NA,NA,0.955216424708873,0.459230215691859,1,0.615266922576961,0.437988421500123,0.419263829976045,0.125023618726871,-0.515176214570584,0.715610549627791,0.518331264305951,0.677692291020239,-0.032324921800665,0.678188092687168,-0.472995847563531,-0.321264818168677,0.500148674495087,0.0884727426829133,0.113672787659598,0.172411898084284,0.094311520486908,0.2872383254017,-0.0278733642662344,0.464113081120004,0.362173890752237,0.64033191066594,0.561637742098824,0.634686595444461,0.282158149247215,0.662053112750165,0.5269132756512
"seagrass_perim.area.ratio",0.0324419121023068,0.276725175467091,NA,NA,0.340491764905915,0.294357072246436,-0.319498192350964,0.276725175467091,NA,-0.143376046436809,-0.143376046436809,0.276725175467091,NA,-0.143376046436809,-0.143376046436809,0.137925031874793,0.276725175467091,NA,0.276725175467091,-0.414977223902702,0.143633007731589,0.231807721696477,0.272897930738512,0.0471235472234652,NA,0.0485058718236947,NA,0.238067867031485,0.168977253802004,NA,0.19774091519386,NA,0.0485058718236949,0.3268725904429,NA,0.276725175467091,-0.546902541127309,NA,NA,0.532000261322552,0.102098896136679,0.615266922576961,1,0.295109551784364,0.30916616604558,0.00867089941127181,-0.311626582965514,0.123803297418772,-0.135655003591391,0.144545214111227,0.476748596289004,0.358465914532357,-0.338559185473668,-0.239297080346978,0.835407430826531,0.43247650447332,0.506983194330486,0.476428718830055,0.472023238214151,0.345397567566283,0.312552128479821,-0.0224971885081114,0.0860849312616543,0.0857859140144951,-0.0373337023551394,0.0610029927749021,-0.212349208748347,0.19663007802503,0.010143517471768
"saltmarsh_area",-0.079582335692498,0.627723258528863,NA,NA,0.123322475763637,0.289781311315842,-0.364992985920347,0.627723258528863,NA,-0.0683927646157924,-0.0683927646157924,0.627723258528863,NA,-0.0683927646157924,-0.0683927646157924,0.107277636865116,0.627723258528863,NA,0.627723258528863,0.202007587428641,0.329956857071982,0.126654463911421,0.266709599910692,0.291151466663037,NA,-0.0825582197684593,NA,0.157988058041723,0.296732345518328,NA,0.0671552562907746,NA,-0.0825582197684583,0.641141446853376,NA,0.627723258528863,-0.423508114044997,NA,NA,0.311068803805229,-0.181314671702729,0.437988421500123,0.295109551784364,1,0.988469908651701,0.292005434889728,-0.780540272930793,0.239352112769958,-0.111310661112763,0.321250776756347,0.599671942786462,0.944510862652514,-0.716714740851784,0.570384801108843,0.0279088917731303,0.372831636242903,0.365459096611587,0.462640583116196,0.377762094128648,0.534440688949029,-0.261482616287499,0.360601774979178,0.216083664247203,0.352468539549595,0.209966520802582,0.251659768189906,-0.102124787628105,0.16242680913493,0.00942140937153633
"saltmarsh_core.area",-0.081158901775694,0.717563362709507,NA,NA,0.0808850605574662,0.201955047618238,-0.294500172294926,0.717563362709508,NA,-0.125792428940844,-0.125792428940844,0.717563362709507,NA,-0.125792428940844,-0.125792428940844,0.0584155720466102,0.717563362709507,NA,0.717563362709507,0.0940408855137034,0.312096440635025,0.157802811421334,0.336777511963378,0.396667899741297,NA,-0.00380083433205717,NA,0.171488465816249,0.374845882162975,NA,0.067839129515141,NA,-0.00380083433205614,0.729103527514409,NA,0.717563362709507,-0.398517947332103,NA,NA,0.310438040296209,-0.146381439400146,0.419263829976045,0.30916616604558,0.988469908651701,1,0.152822183467051,-0.809602230449753,0.147812290077952,-0.155715858930718,0.216277548411962,0.593158498538908,0.913926354452644,-0.733399694121195,0.527362030395753,0.0745041475161094,0.371817118390183,0.346312350470276,0.451390410328821,0.360330713922104,0.546831719996758,-0.285029538315915,0.293778421973074,0.138542007955523,0.265593000459893,0.135545651254469,0.176410157695883,-0.118355699602963,0.109746849039771,-0.0300825910959676
"saltmarsh_perimeter",-0.22170833435011,-0.269548206101946,NA,NA,0.199165152545075,0.4807324202427,-0.698919752065678,-0.269548206101946,NA,0.490554748986931,0.490554748986931,-0.269548206101946,NA,0.490554748986931,0.490554748986931,0.0494827631963527,-0.269548206101946,NA,-0.269548206101946,0.603379502501931,0.462093215574682,-0.225572085893288,-0.344593135966644,-0.514146369782597,NA,-0.565313525766828,NA,-0.0990572198615339,-0.387311227697315,NA,-0.0612131189596318,NA,-0.565313525766828,-0.273369138230132,NA,-0.269548206101946,-0.0976802883784542,NA,NA,-0.0642952150768066,-0.475769101793474,0.125023618726871,0.00867089941127181,0.292005434889728,0.152822183467051,1,0.180471780389568,0.476397581332379,0.192833910879035,0.569754532840795,0.342132417458144,0.344212860199649,0.152375723604453,0.385565806132745,-0.33565223932897,-0.00954533039007742,0.122106049975258,0.0456734698068804,0.0985951977331852,-0.181140843581618,0.22023875784654,0.31794329164782,0.272760218150078,0.538889182367654,0.477424095887509,0.475207575103717,0.167146130195527,0.317124451465029,0.26418733515738
"saltmarsh_perim.area.ratio",-0.2919341844637,-0.420492958309688,NA,NA,-0.23426281424414,-0.320755299926655,-0.093961030767797,-0.420492958309688,NA,0.371021772100449,0.371021772100449,-0.420492958309688,NA,0.371021772100449,0.371021772100449,-0.470883958993594,-0.420492958309688,NA,-0.420492958309688,-0.0527695888700345,0.280193024317328,-0.309546309883871,-0.308038381025636,-0.281461147957356,NA,-0.125415170302145,NA,-0.302384906927803,-0.354814216002984,NA,-0.241765737104562,NA,-0.125415170302146,-0.476430644765387,NA,-0.420492958309688,0.54045965238356,NA,NA,-0.513820712124213,-0.270896564047952,-0.515176214570584,-0.311626582965514,-0.780540272930793,-0.809602230449753,0.180471780389568,1,-0.289450961737377,0.0541232190505794,-0.33712960191678,-0.187067784423266,-0.802179433962369,0.971625611167314,-0.344784987266375,-0.257749390694477,-0.442294973537769,-0.371445308957016,-0.554642567017941,-0.412079509026049,-0.835417489972942,0.521092997141428,-0.498088683255628,-0.495304799434771,-0.213639988050738,-0.0498398390081173,-0.112197805144944,0.264373864169786,-0.116738888475011,0.0925595239943837
"oyster_area",-0.163667248229091,-0.470362687080279,NA,NA,0.83634471412885,0.969192175907565,-0.449226463195688,-0.470362687080279,NA,-0.0433260369047343,-0.0433260369047343,-0.470362687080279,NA,-0.0433260369047343,-0.0433260369047343,0.816019405071258,-0.470362687080279,NA,-0.470362687080279,0.685677303157301,-0.322110406552244,0.113018979486935,-0.00537856920639517,-0.25151991052032,NA,-0.251866537733674,NA,0.186587143903601,0.0154898554658378,NA,0.253468023267361,NA,-0.251866537733673,-0.394748386865367,NA,-0.470362687080279,-0.0381828267296688,NA,NA,0.619127112543945,0.191034887814594,0.715610549627791,0.123803297418772,0.239352112769958,0.147812290077952,0.476397581332379,-0.289450961737377,1,0.806624573146798,0.983236992719015,-0.366019054687208,0.523742164012219,-0.255400740908708,-0.0323340732316105,-0.093264154270503,-0.260015234392944,-0.202924265214737,-0.122797333744567,-0.20015991159627,0.0706244347979496,-0.333492565459189,0.856524460565207,0.732671255339595,0.808192164263662,0.781851591039718,0.797901147858157,0.47362842809007,0.774623549920247,0.680353806186342
"oyster_core.area",-0.524735238969733,-0.454529796907157,NA,NA,0.81553936424485,0.715825209436594,-0.35428431805784,-0.454529796907157,NA,-0.0466696276966422,-0.0466696276966422,-0.454529796907157,NA,-0.0466696276966422,-0.0466696276966422,0.589225523436624,-0.454529796907157,NA,-0.454529796907157,0.557206365560797,-0.288229199617234,-0.0182775312065927,0.0605911339893484,0.00356936476095349,NA,-0.114600814288857,NA,0.00958113341143662,0.127953668244104,NA,0.0745119047809398,NA,-0.114600814288855,-0.426406987656511,NA,-0.454529796907157,0.495569008181004,NA,NA,0.448767133528451,0.156813153759772,0.518331264305951,-0.135655003591391,-0.111310661112763,-0.155715858930718,0.192833910879035,0.0541232190505794,0.806624573146798,1,0.695294273724307,-0.666981326891653,0.158279646368241,0.164270101258387,-0.280613419852518,-0.284226835771731,-0.732686810707409,-0.698955325369228,-0.649144097392905,-0.708108911034345,-0.404714326108171,-0.363241190176805,0.650723088686377,0.350158214578713,0.681144041757855,0.820456316660242,0.781188919791876,0.853210197899077,0.814546569934305,0.895277291528252
"oyster_perimeter",-0.0718411558710883,-0.460619424608694,NA,NA,0.773978213331802,0.959391098138234,-0.453812568898412,-0.460619424608694,NA,0.0117421533698336,0.0117421533698336,-0.460619424608694,NA,0.0117421533698336,0.0117421533698336,0.799258755845217,-0.460619424608694,NA,-0.460619424608694,0.704684963297013,-0.278600311091249,0.0855221281181988,-0.0813250994908678,-0.343505357058859,NA,-0.32023160846507,NA,0.174372575729269,-0.0716699447717785,NA,0.239806481140884,NA,-0.320231608465069,-0.388131600428285,NA,-0.460619424608694,-0.163783155522277,NA,NA,0.569903226240706,0.132995593263533,0.677692291020239,0.144545214111227,0.321250776756347,0.216277548411962,0.569754532840795,-0.33712960191678,0.983236992719015,0.695294273724307,1,-0.246582645102747,0.581360716039114,-0.328121599468773,0.0934070419693821,-0.0924227158353815,-0.128903162120653,-0.0629348029957196,0.0157140867333226,-0.0572933962597126,0.172488488085192,-0.306072448554652,0.865195121072036,0.792510058485096,0.803535098317616,0.735319058548543,0.760609006513249,0.34840033170046,0.713710363047559,0.580600679741657
"oyster_perim.area.ratio",-0.000371049623885124,0.652534519228565,NA,NA,-0.369511791954328,-0.238063633032936,-0.357514677357926,0.652534519228565,NA,0.226585557064316,0.226585557064316,0.652534519228565,NA,0.226585557064316,0.226585557064316,-0.521230110740824,0.652534519228565,NA,0.652534519228565,-0.286515559515422,0.744806772573404,-0.0430101149899933,0.0568849605718577,0.06337503237973,NA,-0.146291809135793,NA,-0.00903290043790942,-0.013824830336243,NA,-0.103306142346072,NA,-0.146291809135793,0.622171086380264,NA,0.652534519228565,-0.478805211940497,NA,NA,-0.159883497772988,-0.473606491555308,-0.032324921800665,0.476748596289004,0.599671942786462,0.593158498538908,0.342132417458144,-0.187067784423266,-0.366019054687208,-0.666981326891653,-0.246582645102747,1,0.397504051359802,-0.212391755236181,0.431090673459053,0.252637157673224,0.587553891955874,0.643503595726545,0.571226158818447,0.620381567091695,0.262438037412622,0.398689941172932,-0.34171258959354,-0.28497811367917,-0.145689208969126,-0.286213268799567,-0.237408660317746,-0.447918275626459,-0.29866062077218,-0.409757717659991
"habitat_total",-0.0998142353451434,0.429545122456134,NA,NA,0.384094805491957,0.576828283987058,-0.438905441440316,0.429545122456134,NA,-0.174714154306684,-0.174714154306684,0.429545122456134,NA,-0.174714154306684,-0.174714154306684,0.389620113860868,0.429545122456134,NA,0.429545122456134,0.36856831738175,0.161401917211792,0.215533014417361,0.32207702536497,0.244005312051492,NA,-0.053174413425474,NA,0.246506272385131,0.342161027336276,NA,0.184062843030443,NA,-0.0531744134254728,0.475523867292051,NA,0.429545122456134,-0.42424699151432,NA,NA,0.556261305974437,-0.00195889894308852,0.678188092687168,0.358465914532357,0.944510862652514,0.913926354452644,0.344212860199649,-0.802179433962369,0.523742164012219,0.158279646368241,0.581360716039114,0.397504051359802,1,-0.738667386491702,0.401732279042909,0.0922064017629289,0.28238575458295,0.286813261289454,0.397120270039605,0.29596979748141,0.522334520527123,-0.292946210260437,0.551009172610775,0.397249550502189,0.561171650311289,0.421303933495747,0.472369222199471,0.0469326290040843,0.39431782281904,0.224372831770256
"NNratio",-0.455475996207814,-0.327272068626902,NA,NA,-0.171579576693623,-0.297833036442384,-0.202142408793201,-0.327272068626902,NA,0.412209878975664,0.412209878975664,-0.327272068626902,NA,0.412209878975664,0.412209878975664,-0.515792382499983,-0.327272068626902,NA,-0.327272068626902,-0.0665947046013424,0.318230472320886,-0.281749680265351,-0.221800029909089,-0.160938915502376,NA,-0.15604004418189,NA,-0.264510749704254,-0.230253143803931,NA,-0.217452609820484,NA,-0.15604004418189,-0.377035311301161,NA,-0.327272068626902,0.704374852437681,NA,NA,-0.500683455263574,-0.344374451291535,-0.472995847563531,-0.338559185473668,-0.716714740851784,-0.733399694121195,0.152375723604453,0.971625611167314,-0.255400740908708,0.164270101258387,-0.328121599468773,-0.212391755236181,-0.738667386491702,1,-0.35038077985516,-0.350651685328703,-0.604221015091786,-0.542968619277706,-0.709064242517024,-0.581964033222173,-0.935334023653889,0.397694607990252,-0.442417577633184,-0.551113518947679,-0.197896862123382,0.0138358367089243,-0.0664798856933284,0.418422833825964,-0.0567496702545385,0.198017939535291
"dist2adjPatch",-0.00694748834098615,0.202264789433257,NA,NA,-0.109887040999693,-0.147224250004603,0.00624048163453712,0.202264789433257,NA,0.473391205864221,0.473391205864221,0.202264789433257,NA,0.473391205864221,0.473391205864221,-0.162180018157479,0.202264789433257,NA,0.202264789433257,0.189139532481182,0.281575746003321,-0.547548743508924,-0.565022687665189,-0.286293042591976,NA,-0.552885915379198,NA,-0.450153607630593,-0.493876456348758,NA,-0.479406590775143,NA,-0.552885915379198,0.0819393779764814,NA,0.202264789433257,-0.169498436058972,NA,NA,-0.464543200852249,-0.61807809308709,-0.321264818168677,-0.239297080346978,0.570384801108843,0.527362030395753,0.385565806132745,-0.344784987266375,-0.0323340732316105,-0.280613419852518,0.0934070419693821,0.431090673459053,0.401732279042909,-0.35038077985516,1,-0.491165856707969,0.177282638510487,0.208604257662081,0.269183285760251,0.233396552927572,0.30556564350665,-0.372715559619776,0.33602011638919,0.28806632505927,0.158951060951972,0.0654591716778918,0.0490275897236662,-0.168220521470837,-0.0356870040149273,-0.149279588667688
"richness_landscape",0.333333333333333,0.218217890235992,NA,NA,0.0919049921753409,0.0897583126319521,0.132006166604528,0.218217890235992,NA,-0.549981940301291,-0.549981940301291,0.218217890235992,NA,-0.549981940301291,-0.549981940301291,0.21408002589791,0.218217890235992,NA,0.218217890235992,-0.438133218485626,-0.0924500327042049,0.377001345074535,0.425284570164883,0.206105647290709,NA,0.49898333032308,NA,0.279662543681573,0.277350098112615,NA,0.248516568030237,NA,0.49898333032308,0.275134627909688,NA,0.218217890235992,-0.654653670707977,NA,NA,0.584609217514126,0.537867843884025,0.500148674495087,0.835407430826531,0.0279088917731303,0.0745041475161094,-0.33565223932897,-0.257749390694477,-0.093264154270503,-0.284226835771731,-0.0924227158353815,0.252637157673224,0.0922064017629289,-0.350651685328703,-0.491165856707969,1,0.604796144353235,0.614430883876993,0.581418341899232,0.586236088883042,0.460779793834034,0.468228760822394,-0.29485548505765,-0.0409943735367595,-0.0983910156966146,-0.244066219243425,-0.131194860581782,-0.41145312585244,-0.0200609408042274,-0.195132972409222
